id,mainAsset,mainTimeFrame,parameters,ASSETS,ASSETS 1,TIMEFRAMES,TIMEFRAMES 1,INDICATORS_PROPERTIES,LAG_TIMESTEPS,ASSETS,LABELS,PERCENTAGE_OF_DATASET_FOR_TRAINING,FEATURES,EPOCHS,LSTM_NEURONS,CANDLES_CANDLES-VOLUMES_CANDLES_CANDLE_MAX,CANDLES_CANDLES-VOLUMES_CANDLES_CANDLE_MIN,CANDLES_CANDLES-VOLUMES_CANDLES_CANDLE_CLOSE,HOUR_OF_DAY,DAY_OF_MONTH,DAY_OF_WEEK,WEEK_OF_YEAR,MONTH_OF_YEAR,YEAR,CANDLES_CANDLES-VOLUMES_CANDLES_CANDLE_OPEN,CANDLES_CANDLES-VOLUMES_VOLUMES_VOLUME_BUY,MASTERS_RESISTANCES-AND-SUPPORTS_RESISTANCES_RESISTANCE_RESISTANCE1RATE,MASTERS_RESISTANCES-AND-SUPPORTS_RESISTANCES_RESISTANCE_RESISTANCE2RATE,MASTERS_RESISTANCES-AND-SUPPORTS_RESISTANCES_RESISTANCE_RESISTANCE3RATE,MASTERS_RESISTANCES-AND-SUPPORTS_RESISTANCES_RESISTANCE_RESISTANCE4RATE,MASTERS_RESISTANCES-AND-SUPPORTS_RESISTANCES_RESISTANCE_RESISTANCE5RATE,MASTERS_RESISTANCES-AND-SUPPORTS_SUPPORTS_SUPPORT_SUPPORT1RATE,MASTERS_RESISTANCES-AND-SUPPORTS_SUPPORTS_SUPPORT_SUPPORT2RATE,MASTERS_RESISTANCES-AND-SUPPORTS_SUPPORTS_SUPPORT_SUPPORT3RATE,MASTERS_RESISTANCES-AND-SUPPORTS_SUPPORTS_SUPPORT_SUPPORT4RATE,MASTERS_RESISTANCES-AND-SUPPORTS_SUPPORTS_SUPPORT_SUPPORT5RATE,parametersHash,status,timeSeriesFileName,parametersFileName,filesTimestaps,parameters,forcastedCandle,begin,end,open,predictions,predictions 1,predictions 2,predictions 3,errorRMSE,percentageErrorRMSE,enlapsedSeconds,enlapsedMinutes,enlapsedHours,testedBy,timestamp,when,,
3092,BTC,08-hs,31,1,BTC,1,08-hs,7,5,1,3,80,7,500,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,ON,OFF,OFF,OFF,OFF,ON,OFF,OFF,OFF,4b33e1418025bcf705b9671b2a3ed1b4,Tested,time-series-BTC-08-hs-0000003092,parameters-0000003092,1,2022-04-21T04:46:32.597Z,3,1650470400000,1650499199999,41358.19,3,41917.59,40848.72,41035.72,979.371,2.34,53,0.89,0.01,p-pl / note3,1650516447346,00:03:35 HH:MM:SS ago,,
3505,BTC,08-hs,31,1,BTC,1,08-hs,8,15,1,3,80,8,1000,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,ON,ON,OFF,OFF,OFF,OFF,ON,OFF,OFF,9540d5e9b9e6bf462f983a4d1274923f,Tested,time-series-BTC-08-hs-0000003505,parameters-0000003505,1,2022-04-21T08:20:36.562Z,3,1650499200000,1650527999999,41855.69,3,41692.33,40681.453,41215.043,977.312,2.34,232,3.87,0.06,p-pl / note2,1650529470262,00:09:04 HH:MM:SS ago,,
3508,BTC,08-hs,31,1,BTC,1,08-hs,8,15,1,3,80,8,1000,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,ON,OFF,OFF,OFF,ON,ON,OFF,OFF,OFF,07f739796789c55f275e5e13fda58c7f,Tested,time-series-BTC-08-hs-0000003508,parameters-0000003508,1,2022-04-21T08:24:40.931Z,3,1650499200000,1650527999999,41855.69,3,41596.297,40687.535,41103.27,971.65,2.34,236,3.94,0.07,p-pl / note2,1650529717832,00:22:17 HH:MM:SS ago,,
414,BTC,01-hs,31,1,BTC,1,01-hs,9,5,1,3,80,9,1000,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,ON,ON,ON,OFF,OFF,OFF,ON,OFF,OFF,OFF,81c032daafddc38ac684d6b7745d0714,Tested,time-series-BTC-01-hs-0000000414,parameters-0000000414,1,2022-04-19T01:08:58.644Z,3,1650326400000,1650329999999,40880.79,3,42246.223,41788.14,41996.645,994.256,2.35,1978,32.96,0.55,Luis-Fernando-Molina / Laptop-Lenovo-01,1650332522208,00:06:25 HH:MM:SS ago,,
1021,BTC,02-hs,31,1,BTC,1,02-hs,9,10,1,3,80,9,100,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,ON,ON,OFF,OFF,OFF,OFF,ON,ON,OFF,OFF,e276fa8035e9edce03edb3705397e5fc,Tested,time-series-BTC-02-hs-0000001021,parameters-0000001021,1,2022-04-19T22:00:43.150Z,3,1650391200000,1650398399999,41417.24,3,40749.344,40050.93,40592.51,956.12,2.35,60,1,0.02,p-pl / note3,1650405706918,00:01:30 HH:MM:SS ago,,
1304,BTC,02-hs,31,1,BTC,1,02-hs,7,15,1,3,80,7,500,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,OFF,OFF,f609d968d5dfc2aadcf689be797da029,Tested,time-series-BTC-02-hs-0000001304,parameters-0000001304,1,2022-04-20T03:32:20.940Z,3,1650412800000,1650419999999,41351.39,3,42156.17,42238.176,42366.42,992.214,2.35,375,6.25,0.1,p-pl / note1,1650426001268,00:09:05 HH:MM:SS ago,,
1379,BTC,03-hs,31,1,BTC,1,03-hs,9,5,1,3,80,9,100,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,ON,ON,OFF,OFF,OFF,ON,OFF,ON,OFF,OFF,834bb47577d5408a957f8438616a4d83,Tested,time-series-BTC-03-hs-0000001379,parameters-0000001379,1,2022-04-20T12:54:03.406Z,3,1650445200000,1650455999999,42090,3,42785.055,42142.64,42622.656,1005.782,2.35,49,0.82,0.01,caoHenriques / caoH_1,1650459295830,08:11:02 HH:MM:SS ago,,
1917,BTC,04-hs,31,1,BTC,1,04-hs,10,5,1,3,80,10,100,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,ON,ON,OFF,OFF,OFF,ON,ON,ON,OFF,OFF,6b46d5f4b0e07802db45796fc6bb14ac,Tested,time-series-BTC-04-hs-0000001917,parameters-0000001917,1,2022-04-20T18:45:44.946Z,3,1650456000000,1650470399999,41261.73,3,41090.25,41540.305,40704.58,966.487,2.35,46,0.77,0.01,caoHenriques / caoH_3,1650480393539,00:02:00 HH:MM:SS ago,,
2382,BTC,04-hs,31,1,BTC,1,04-hs,6,15,1,3,80,6,500,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,OFF,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF,b17d4f3d369a5ec253d52986141639f3,Tested,time-series-BTC-04-hs-0000002382,parameters-0000002382,1,2022-04-20T21:48:38.162Z,3,1650470400000,1650484799999,41193.89,3,40673.344,39769.812,40281.78,957.02,2.35,489,8.15,0.14,caoHenriques / caoH_1,1650491814314,00:02:13 HH:MM:SS ago,,
2564,BTC,06-hs,31,1,BTC,1,06-hs,7,5,1,3,80,7,500,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,OFF,OFF,0b9c2e80be595713c0d1b9ee384ac067,Tested,time-series-BTC-06-hs-0000002564,parameters-0000002564,1,2022-04-21T00:21:36.072Z,3,1650477600000,1650499199999,41358.19,3,42336.95,41462.81,42074.684,994.358,2.35,74,1.24,0.02,p-pl / note1,1650500572205,00:01:41 HH:MM:SS ago,,
2574,BTC,06-hs,31,1,BTC,1,06-hs,9,5,1,3,80,9,1000,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,ON,ON,ON,OFF,OFF,OFF,ON,OFF,OFF,OFF,b19c9aeb9f0a6b0f9d444a610719905a,Tested,time-series-BTC-06-hs-0000002574,parameters-0000002574,1,2022-04-21T00:25:46.390Z,3,1650477600000,1650499199999,41358.19,3,42186.023,41324.125,41795.996,991.192,2.35,146,2.43,0.04,p-pl / note3,1650500894120,00:16:51 HH:MM:SS ago,,
2691,BTC,06-hs,31,1,BTC,1,06-hs,10,10,1,3,80,10,500,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,ON,ON,ON,OFF,OFF,ON,OFF,ON,OFF,OFF,0087a81c6b47b847f4e8fd8b41172c42,Tested,time-series-BTC-06-hs-0000002691,parameters-0000002691,1,2022-04-21T01:03:28.000Z,3,1650477600000,1650499199999,41358.19,3,42424.996,41580.77,42018.297,997.892,2.35,114,1.9,0.03,p-pl / note1,1650503123618,00:09:11 HH:MM:SS ago,,
2899,BTC,06-hs,31,1,BTC,1,06-hs,10,15,1,3,80,10,500,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,ON,ON,OFF,OFF,ON,ON,ON,OFF,OFF,754c27d25cd65109d4271d4cc7a3d2d5,Tested,time-series-BTC-06-hs-0000002899,parameters-0000002899,1,2022-04-21T02:46:29.411Z,3,1650477600000,1650499199999,41358.19,3,42298.92,41511.75,42010.863,995.627,2.35,267,4.45,0.07,end-debug / Laptop-Lenovo-01,1650509459466,00:02:26 HH:MM:SS ago,,
2924,BTC,06-hs,31,1,BTC,1,06-hs,7,15,1,3,80,7,500,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,OFF,OFF,98adbcb6476d1fb7a82725d0d74857ab,Tested,time-series-BTC-06-hs-0000002924,parameters-0000002924,1,2022-04-21T03:02:10.521Z,3,1650477600000,1650499199999,41358.19,3,42386.434,41645.918,42097.19,997.854,2.35,153,2.55,0.04,p-pl / note3,1650510284929,00:04:55 HH:MM:SS ago,,
2925,BTC,06-hs,31,1,BTC,1,06-hs,7,15,1,3,80,7,500,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,OFF,OFF,OFF,OFF,ON,OFF,ON,OFF,OFF,11bb585e9dcdaec526ce80af2466a5fd,Tested,time-series-BTC-06-hs-0000002925,parameters-0000002925,1,2022-04-21T03:04:09.859Z,3,1650477600000,1650499199999,41358.19,3,42445.82,41777.613,42221.242,996.365,2.35,208,3.46,0.06,p-pl / note1,1650510458658,00:28:49 HH:MM:SS ago,,
3152,BTC,08-hs,31,1,BTC,1,08-hs,7,5,1,3,80,7,1000,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,ON,OFF,OFF,OFF,OFF,ON,OFF,OFF,OFF,eb48b25e8696f3da5e6f109e97ed1fe1,Tested,time-series-BTC-08-hs-0000003152,parameters-0000003152,1,2022-04-21T05:16:24.746Z,3,1650470400000,1650499199999,41358.19,3,41477.56,40328.188,40908.86,976.532,2.35,107,1.78,0.03,p-pl / note3,1650518293526,00:02:19 HH:MM:SS ago,,
3166,BTC,08-hs,31,1,BTC,1,08-hs,7,5,1,3,80,7,1000,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,OFF,55c89cd5996c3ba4eb86e3aa360e303c,Tested,time-series-BTC-08-hs-0000003166,parameters-0000003166,1,2022-04-21T05:24:33.979Z,3,1650470400000,1650499199999,41358.19,3,41529.477,40613.773,41042.992,976.306,2.35,98,1.64,0.03,p-pl / note3,1650518773531,00:04:08 HH:MM:SS ago,,
3247,BTC,08-hs,31,1,BTC,1,08-hs,9,10,1,3,80,9,500,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,ON,OFF,ON,OFF,OFF,ON,OFF,ON,OFF,OFF,e41fdf7d4ab789cb6678cc851ce809f0,Tested,time-series-BTC-08-hs-0000003247,parameters-0000003247,1,2022-04-21T05:43:55.589Z,3,1650470400000,1650499199999,41358.19,3,41770.96,40829.824,41118.625,981.356,2.35,75,1.25,0.02,p-pl / note2,1650519912406,00:08:52 HH:MM:SS ago,,
3300,BTC,08-hs,31,1,BTC,1,08-hs,8,10,1,3,80,8,1000,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,ON,ON,OFF,OFF,OFF,ON,OFF,OFF,OFF,OFF,b8376146b00d924aba81c232f6f03123,Tested,time-series-BTC-08-hs-0000003300,parameters-0000003300,1,2022-04-21T06:11:57.490Z,3,1650470400000,1650499199999,41358.19,3,41159.617,40229.805,40569.94,967.741,2.35,404,6.74,0.11,Luis-Fernando-Molina / Laptop-Lenovo-01,1650521923933,00:00:12 HH:MM:SS ago,,
3304,BTC,08-hs,31,1,BTC,1,08-hs,7,10,1,3,80,7,1000,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,c48cfb037eb7093a821e3f1dd99039f3,Tested,time-series-BTC-08-hs-0000003304,parameters-0000003304,1,2022-04-21T06:16:05.650Z,3,1650470400000,1650499199999,41358.19,3,41355.14,40414.996,40919.18,970.516,2.35,169,2.82,0.05,p-pl / note2,1650521936764,00:06:57 HH:MM:SS ago,,
3439,BTC,08-hs,31,1,BTC,1,08-hs,10,15,1,3,80,10,500,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,ON,ON,OFF,OFF,ON,ON,ON,OFF,OFF,252380a793bf5bf917c12501f681b3aa,Tested,time-series-BTC-08-hs-0000003439,parameters-0000003439,1,2022-04-21T07:21:18.010Z,3,1650470400000,1650499199999,41358.19,3,42066.363,40916.582,41319.332,989.006,2.35,116,1.94,0.03,p-pl / note2,1650525796182,00:02:52 HH:MM:SS ago,,
3708,BTC,12-hs,31,1,BTC,1,12-hs,6,5,1,3,80,6,1000,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF,ON,OFF,OFF,1c3d3bf3af0f11fe3919a02cb183df65,Tested,time-series-BTC-12-hs-0000003708,parameters-0000003708,1,2022-04-21T09:35:50.520Z,3,1650456000000,1650499199999,41358.19,3,41962.004,40413.594,41281.99,987.087,2.35,74,1.23,0.02,p-pl / note2,1650533826098,11:56:03 HH:MM:SS ago,,
3858,BTC,12-hs,31,1,BTC,1,12-hs,7,10,1,3,80,7,1000,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,OFF,OFF,edfa2149271cf07518393336bb1cc6d1,Tested,time-series-BTC-12-hs-0000003858,parameters-0000003858,1,2022-04-21T10:15:42.118Z,3,1650456000000,1650499199999,41358.19,3,42092.344,40528.66,41380.645,989.672,2.35,194,3.24,0.05,end-debug / Laptop-Lenovo-01,1650536338689,00:09:10 HH:MM:SS ago,,
4008,BTC,12-hs,31,1,BTC,1,12-hs,6,15,1,3,80,6,500,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF,ON,OFF,OFF,08621604fc97e72cdf6c00c955a6ad35,Tested,time-series-BTC-12-hs-0000004008,parameters-0000004008,1,2022-04-21T11:08:12.026Z,3,1650456000000,1650499199999,41358.19,3,42143.36,40551.15,41050.086,991.381,2.35,130,2.17,0.04,end-debug / GEP,1650539424312,00:04:36 HH:MM:SS ago,,
203,BTC,08-hs,31,1,BTC,1,08-hs,6,10,1,3,80,6,1000,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,OFF,OFF,OFF,OFF,ON,OFF,OFF,OFF,OFF,827345a5a409d09dce4fb42394d4a2ba,Tested,time-series-BTC-08-hs-0000000203,parameters-0000000203,1,2022-04-18T22:20:47.864Z,3,1650268800000,1650297599999,39254.5,3,38499.14,37878.008,38270.47,909.766,2.36,368,6.14,0.1,Luis-Fernando-Molina / Laptop-Lenovo-01,1650320817959,11:17:32 HH:MM:SS ago,,
1228,BTC,02-hs,31,1,BTC,1,02-hs,8,15,1,3,80,8,100,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,ON,OFF,OFF,OFF,ON,ON,OFF,OFF,OFF,b58d61ba9fc77432d5cae53f0b931e1e,Tested,time-series-BTC-02-hs-0000001228,parameters-0000001228,1,2022-04-20T02:12:03.637Z,3,1650412800000,1650419999999,41351.39,3,42461.67,41964.727,42549.215,1003.976,2.36,155,2.59,0.04,NAmorim / TestLaptop,1650420882544,00:02:15 HH:MM:SS ago,,
2520,BTC,06-hs,31,1,BTC,1,06-hs,8,5,1,3,80,8,500,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,ON,ON,OFF,OFF,OFF,ON,OFF,OFF,OFF,OFF,fcb8637b04a6cea580cab0949050b5eb,Tested,time-series-BTC-06-hs-0000002520,parameters-0000002520,1,2022-04-21T00:06:07.404Z,3,1650477600000,1650499199999,41358.19,3,42252.08,41498.81,42052.805,995.095,2.36,137,2.28,0.04,end-debug / Laptop-Lenovo-01,1650499713885,00:00:58 HH:MM:SS ago,,
2554,BTC,06-hs,31,1,BTC,1,06-hs,6,5,1,3,80,6,500,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,da0c05248a7914c51970413c895ed23c,Tested,time-series-BTC-06-hs-0000002554,parameters-0000002554,1,2022-04-21T00:18:37.624Z,3,1650477600000,1650499199999,41358.19,3,42477.883,41613.793,42117.43,1003.506,2.36,74,1.24,0.02,p-pl / note2,1650500393759,21:09:44 HH:MM:SS ago,,
2693,BTC,06-hs,31,1,BTC,1,06-hs,10,10,1,3,80,10,500,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,ON,ON,ON,OFF,OFF,OFF,ON,ON,OFF,OFF,b87d4a14a03c43a2ff570244bb18014f,Tested,time-series-BTC-06-hs-0000002693,parameters-0000002693,1,2022-04-21T01:03:38.558Z,3,1650477600000,1650499199999,41358.19,3,42299.496,41414.668,41994.5,999.793,2.36,112,1.86,0.03,p-pl / note2,1650503131246,00:09:03 HH:MM:SS ago,,
2721,BTC,06-hs,31,1,BTC,1,06-hs,9,10,1,3,80,9,500,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,ON,ON,OFF,OFF,ON,OFF,ON,OFF,OFF,dd3389ee3639978629d6194e17835b98,Tested,time-series-BTC-06-hs-0000002721,parameters-0000002721,1,2022-04-21T01:14:22.897Z,3,1650477600000,1650499199999,41358.19,3,42452.26,41534.06,42036.24,1002.383,2.36,110,1.84,0.03,p-pl / note3,1650503774933,00:10:00 HH:MM:SS ago,,
2727,BTC,06-hs,31,1,BTC,1,06-hs,9,10,1,3,80,9,500,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,ON,OFF,OFF,OFF,ON,ON,ON,OFF,OFF,2df3133ad87284e7e1bb4cef3a5544db,Tested,time-series-BTC-06-hs-0000002727,parameters-0000002727,1,2022-04-21T01:15:44.832Z,3,1650477600000,1650499199999,41358.19,3,42383.12,41457.953,41950.51,1000.771,2.36,226,3.77,0.06,caoHenriques / caoH_2,1650503973774,00:06:42 HH:MM:SS ago,,
2728,BTC,06-hs,31,1,BTC,1,06-hs,8,10,1,3,80,8,500,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,ON,OFF,OFF,OFF,ON,ON,OFF,OFF,OFF,c585ca86cf6fbab64968b0c45df5af0a,Tested,time-series-BTC-06-hs-0000002728,parameters-0000002728,1,2022-04-21T01:16:05.215Z,3,1650477600000,1650499199999,41358.19,3,42372.758,41428.133,41908.87,1000.63,2.36,108,1.79,0.03,p-pl / note1,1650503875261,00:03:13 HH:MM:SS ago,,
2786,BTC,06-hs,31,1,BTC,1,06-hs,7,10,1,3,80,7,1000,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF,9c60d110f7692192b15f08db0c18b027,Tested,time-series-BTC-06-hs-0000002786,parameters-0000002786,1,2022-04-21T01:53:04.673Z,3,1650477600000,1650499199999,41358.19,3,41105.402,40322.855,40784.645,970.059,2.36,227,3.78,0.06,p-pl / note1,1650506214714,00:15:25 HH:MM:SS ago,,
2879,BTC,06-hs,31,1,BTC,1,06-hs,9,15,1,3,80,9,500,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,ON,ON,OFF,OFF,OFF,ON,OFF,ON,OFF,OFF,3b37a2a775792169aeb6a2c735b48e50,Tested,time-series-BTC-06-hs-0000002879,parameters-0000002879,1,2022-04-21T02:33:38.773Z,3,1650477600000,1650499199999,41358.19,3,42483.016,41651.18,42052.93,1003.994,2.36,207,3.45,0.06,p-pl / note1,1650508627476,00:13:15 HH:MM:SS ago,,
3155,BTC,08-hs,31,1,BTC,1,08-hs,9,5,1,3,80,9,1000,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,OFF,ON,OFF,OFF,ON,ON,ON,OFF,OFF,fb67aa35a84d64a4ac7356d27d491a50,Tested,time-series-BTC-08-hs-0000003155,parameters-0000003155,1,2022-04-21T05:18:24.293Z,3,1650470400000,1650499199999,41358.19,3,42436.312,41183.367,41829.25,1002.089,2.36,109,1.81,0.03,p-pl / note3,1650518414636,00:04:38 HH:MM:SS ago,,
3425,BTC,08-hs,31,1,BTC,1,08-hs,10,15,1,3,80,10,500,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,ON,OFF,ON,OFF,OFF,ON,ON,ON,OFF,OFF,74e0faa7b856e5f6416460cee6061acd,Tested,time-series-BTC-08-hs-0000003425,parameters-0000003425,1,2022-04-21T07:13:33.590Z,3,1650470400000,1650499199999,41358.19,3,41845.76,40731.492,41274.516,988.216,2.36,114,1.9,0.03,p-pl / note1,1650525329704,00:04:01 HH:MM:SS ago,,
3507,BTC,08-hs,31,1,BTC,1,08-hs,9,15,1,3,80,9,1000,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,ON,OFF,OFF,OFF,ON,ON,ON,OFF,OFF,1b70b35d129e853ef8bbb1699a40b222,Tested,time-series-BTC-08-hs-0000003507,parameters-0000003507,1,2022-04-21T08:24:37.163Z,3,1650499200000,1650527999999,41855.69,3,42189.5,41139.33,41680.637,996.584,2.36,236,3.93,0.07,p-pl / note3,1650529714264,00:22:21 HH:MM:SS ago,,
4006,BTC,12-hs,31,1,BTC,1,12-hs,7,15,1,3,80,7,500,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,OFF,9921bc024542da5d594820148ba0149d,Tested,time-series-BTC-12-hs-0000004006,parameters-0000004006,1,2022-04-21T11:07:03.636Z,3,1650456000000,1650499199999,41358.19,3,41981.113,40949.5,41454.793,992.441,2.36,68,1.13,0.02,p-pl / note2,1650539292574,00:06:11 HH:MM:SS ago,,
209,BTC,08-hs,31,1,BTC,1,08-hs,7,15,1,3,80,7,500,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,ON,OFF,OFF,OFF,OFF,ON,OFF,OFF,OFF,OFF,ef2bc606374fb00f3a8c76a026af2984,Tested,time-series-BTC-08-hs-0000000209,parameters-0000000209,1,2022-04-18T22:22:21.282Z,3,1650268800000,1650297599999,39254.5,3,39576.527,38533.438,39079.76,938.417,2.37,259,4.31,0.07,DJ05GaZ / Power-Edge-R720,1650320801423,11:17:49 HH:MM:SS ago,,
1763,BTC,03-hs,31,1,BTC,1,03-hs,9,15,1,3,80,9,100,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,ON,ON,OFF,OFF,OFF,ON,ON,OFF,OFF,9b785fe71e844d34e158dd7c16e49cfb,Tested,time-series-BTC-03-hs-0000001763,parameters-0000001763,1,2022-04-20T16:37:36.999Z,3,1650456000000,1650466799999,41549.13,3,42270.254,42574.02,42586.31,999.914,2.37,156,2.6,0.04,Luis-Fernando-Molina / Laptop-Lenovo-01,1650472816126,00:00:20 HH:MM:SS ago,,
2534,BTC,06-hs,31,1,BTC,1,06-hs,8,5,1,3,80,8,500,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,ON,OFF,OFF,OFF,OFF,ON,ON,OFF,OFF,OFF,d85bd65c04687232afc5349506d958f1,Tested,time-series-BTC-06-hs-0000002534,parameters-0000002534,1,2022-04-21T00:11:18.231Z,3,1650477600000,1650499199999,41358.19,3,42347.97,41531.91,42007.543,1002.525,2.37,72,1.19,0.02,p-pl / note1,1650499951124,00:03:00 HH:MM:SS ago,,
2692,BTC,06-hs,31,1,BTC,1,06-hs,9,10,1,3,80,9,500,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,ON,ON,ON,OFF,OFF,ON,OFF,OFF,OFF,OFF,76641dccc0549090acb6052f59488e12,Tested,time-series-BTC-06-hs-0000002692,parameters-0000002692,1,2022-04-21T01:03:36.895Z,3,1650477600000,1650499199999,41358.19,3,42147.086,41415.055,41905.34,1000.21,2.37,220,3.67,0.06,caoHenriques / caoH_1,1650503239064,00:07:15 HH:MM:SS ago,,
3509,BTC,08-hs,31,1,BTC,1,08-hs,8,15,1,3,80,8,1000,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,ON,OFF,OFF,OFF,ON,OFF,ON,OFF,OFF,f35622add06feaffacb5f3722e46e89a,Tested,time-series-BTC-08-hs-0000003509,parameters-0000003509,1,2022-04-21T08:24:41.494Z,3,1650499200000,1650527999999,41855.69,3,42092.805,41127.8,41567.758,995.861,2.37,531,8.85,0.15,Luis-Fernando-Molina / Laptop-Lenovo-01,1650530014596,00:17:20 HH:MM:SS ago,,
3707,BTC,12-hs,31,1,BTC,1,12-hs,6,5,1,3,80,6,1000,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,OFF,OFF,OFF,7790671d8dde165bceed486aee531d3e,Tested,time-series-BTC-12-hs-0000003707,parameters-0000003707,1,2022-04-21T09:35:11.418Z,3,1650456000000,1650499199999,41358.19,3,41784.344,40227.617,41231.152,991.298,2.37,76,1.26,0.02,p-pl / note1,1650533788692,11:56:41 HH:MM:SS ago,,
3834,BTC,12-hs,31,1,BTC,1,12-hs,9,10,1,3,80,9,1000,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,ON,ON,ON,OFF,OFF,OFF,ON,OFF,OFF,OFF,b32e3939aeb396a401702f1addf0704b,Tested,time-series-BTC-12-hs-0000003834,parameters-0000003834,1,2022-04-21T10:02:12.955Z,3,1650456000000,1650499199999,41358.19,3,42190.875,40727.902,41341.66,997.979,2.37,112,1.86,0.03,p-pl / note2,1650535445887,00:11:54 HH:MM:SS ago,,
