id,mainAsset,mainTimeFrame,parameters,ASSETS,ASSETS 1,TIMEFRAMES,TIMEFRAMES 1,INDICATORS_PROPERTIES,LAG_TIMESTEPS,ASSETS,LABELS,PERCENTAGE_OF_DATASET_FOR_TRAINING,FEATURES,EPOCHS,LSTM_NEURONS,CANDLES_CANDLES-VOLUMES_CANDLES_CANDLE_MAX,CANDLES_CANDLES-VOLUMES_CANDLES_CANDLE_MIN,CANDLES_CANDLES-VOLUMES_CANDLES_CANDLE_CLOSE,HOUR_OF_DAY,DAY_OF_MONTH,DAY_OF_WEEK,WEEK_OF_YEAR,MONTH_OF_YEAR,YEAR,CANDLES_CANDLES-VOLUMES_CANDLES_CANDLE_OPEN,CANDLES_CANDLES-VOLUMES_VOLUMES_VOLUME_BUY,MASTERS_RESISTANCES-AND-SUPPORTS_RESISTANCES_RESISTANCE_RESISTANCE1RATE,MASTERS_RESISTANCES-AND-SUPPORTS_RESISTANCES_RESISTANCE_RESISTANCE2RATE,MASTERS_RESISTANCES-AND-SUPPORTS_RESISTANCES_RESISTANCE_RESISTANCE3RATE,MASTERS_RESISTANCES-AND-SUPPORTS_RESISTANCES_RESISTANCE_RESISTANCE4RATE,MASTERS_RESISTANCES-AND-SUPPORTS_RESISTANCES_RESISTANCE_RESISTANCE5RATE,MASTERS_RESISTANCES-AND-SUPPORTS_SUPPORTS_SUPPORT_SUPPORT1RATE,MASTERS_RESISTANCES-AND-SUPPORTS_SUPPORTS_SUPPORT_SUPPORT2RATE,MASTERS_RESISTANCES-AND-SUPPORTS_SUPPORTS_SUPPORT_SUPPORT3RATE,MASTERS_RESISTANCES-AND-SUPPORTS_SUPPORTS_SUPPORT_SUPPORT4RATE,MASTERS_RESISTANCES-AND-SUPPORTS_SUPPORTS_SUPPORT_SUPPORT5RATE,BOLLINGER_BOLLINGER-BANDS_BOLLINGER-BANDS_BOLLINGERBAND_MOVINGAVERAGE,BOLLINGER_BOLLINGER-BANDS_BOLLINGER-BANDS_BOLLINGERBAND_DEVIATION,BOLLINGER_BOLLINGER-BANDS_PERCENTAGE-BANDWIDTH_PERCENTAGEBANDWIDTH_MOVINGAVERAGE,BOLLINGER_BOLLINGER-BANDS_PERCENTAGE-BANDWIDTH_PERCENTAGEBANDWIDTH_BANDWIDTH,parametersHash,status,assignedTo,assignedTimestamp,timeSeriesFileName,parametersFileName,filesTimestaps,parameters,forcastedCandle,begin,end,open,predictions,predictions 1,predictions 2,predictions 3,errorRMSE,percentageErrorRMSE,enlapsedSeconds,enlapsedMinutes,enlapsedHours,testedByInstance,testedByProfile
5263,BTC,01-hs,35,1,BTC,1,01-hs,8,10,1,3,80,8,1500,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,ON,OFF,OFF,OFF,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF,ON,680726efb763416ea33f26d6169e845b,Tested,theblockchainarborist / Ryzen9.3,1652133686812,time-series-BTC-01-hs-0000005263,parameters-0000005263,1,2022-05-09T22:01:26.813Z,3,1652126400000,1652129999999,30954.25,3,32578.918,30883.982,32585.756,618.346,1.9,4982,83.03,1.38,theblockchainarborist / Ryzen9.3,theblockchainarborist
5898,BTC,01-hs,35,1,BTC,1,01-hs,10,15,1,3,80,10,250,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,ON,OFF,ON,OFF,OFF,ON,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,3fd7b45241d607cbb1b1c1cc7f095ab0,Tested,theblockchainarborist / Ryzen9.3,1652214572837,time-series-BTC-01-hs-0000005898,parameters-0000005898,1,2022-05-10T20:29:32.838Z,3,1652209200000,1652212799999,31330.03,3,29779.473,27363.346,28276.834,567.082,1.9,1020,17.01,0.28,theblockchainarborist / Ryzen9.3,theblockchainarborist
6231,BTC,01-hs,35,1,BTC,1,01-hs,11,15,1,3,80,11,250,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,ON,OFF,OFF,OFF,ON,ON,ON,OFF,OFF,ON,OFF,OFF,ON,04f5e8467581fd128cbbd0e8f22ae473,Tested,end-debug / Zen-laptop,1652231307270,time-series-BTC-01-hs-0000006231,parameters-0000006231,1,2022-05-11T01:08:27.270Z,3,1652223600000,1652227199999,31017.1,3,31659.346,27440.59,30085.352,602.81,1.9,2009,33.49,0.56,end-debug / Zen-laptop,end-debug
6344,BTC,01-hs,35,1,BTC,1,01-hs,7,15,1,3,80,7,250,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,ON,OFF,OFF,OFF,7341ba2671d758fd33300229ee75fe6e,Tested,p-pl / note3,1652238350287,time-series-BTC-01-hs-0000006344,parameters-0000006344,1,2022-05-11T03:05:50.288Z,3,1652230800000,1652234399999,30768.31,3,30555.436,30544.992,30813.248,581.645,1.9,926,15.43,0.26,p-pl / note3,p-pl
6436,BTC,01-hs,35,1,BTC,1,01-hs,9,15,1,3,80,9,250,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,OFF,ON,OFF,OFF,OFF,ON,OFF,OFF,OFF,ON,ON,OFF,OFF,7845be793dc78d4d811645cb21222c32,Tested,p-pl / note2,1652243265563,time-series-BTC-01-hs-0000006436,parameters-0000006436,1,2022-05-11T04:27:45.563Z,3,1652234400000,1652237999999,31479.82,3,30655.707,30147.143,30310.027,582.472,1.9,1025,17.08,0.28,p-pl / note2,p-pl
6567,BTC,01-hs,35,1,BTC,1,01-hs,8,15,1,3,80,8,250,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,OFF,OFF,OFF,ON,OFF,OFF,ON,f20bffaf1dcf5029aa193f5f53fe6806,Tested,prepheadrus / cloud1,1652250197917,time-series-BTC-01-hs-0000006567,parameters-0000006567,1,2022-05-11T06:23:17.917Z,3,1652245200000,1652248799999,31438.77,3,28995.246,28593.566,28832.55,549.626,1.9,1890,31.5,0.53,prepheadrus / cloud1,prepheadrus
6572,BTC,01-hs,35,1,BTC,1,01-hs,7,15,1,3,80,7,250,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,OFF,OFF,OFF,OFF,ON,OFF,OFF,7800091935bce3b44d512bc8ccbff53c,Tested,DJ05GaZ / PowerEdge-R720-5,1652250391642,time-series-BTC-01-hs-0000006572,parameters-0000006572,1,2022-05-11T06:26:31.643Z,3,1652245200000,1652248799999,31438.77,3,29504.002,28982.156,29294.863,560.951,1.9,1887,31.45,0.52,DJ05GaZ / PowerEdge-R720-5,DJ05GaZ
6799,BTC,01-hs,35,1,BTC,1,01-hs,10,15,1,3,80,10,500,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,ON,ON,OFF,OFF,OFF,OFF,ON,ON,OFF,OFF,OFF,OFF,OFF,ON,b152d03029e3e54cab82da7b0793596f,Tested,DJ05GaZ / PowerEdge-R720-2,1652272115471,time-series-BTC-01-hs-0000006799,parameters-0000006799,1,2022-05-11T12:28:35.471Z,3,1652266800000,1652270399999,31533.15,3,30103.363,29670.514,29624.457,573.039,1.9,3837,63.95,1.07,DJ05GaZ / PowerEdge-R720-2,DJ05GaZ
6898,BTC,01-hs,35,1,BTC,1,01-hs,11,15,1,3,80,11,500,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,ON,OFF,ON,OFF,OFF,ON,OFF,OFF,OFF,OFF,ON,ON,ON,OFF,20e1814085825a68213ae8869d9dc127,Tested,DJ05GaZ / PowerEdge-R720-3,1652281527447,time-series-BTC-01-hs-0000006898,parameters-0000006898,1,2022-05-11T15:05:27.447Z,3,1652274000000,1652277599999,31231.96,3,29289.373,29052.977,29787.627,556.806,1.9,3769,62.82,1.05,DJ05GaZ / PowerEdge-R720-3,DJ05GaZ
6973,BTC,01-hs,35,1,BTC,1,01-hs,9,15,1,3,80,9,500,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,ON,OFF,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,dcf85b27582dd2effaf0a9a251a88063,Tested,theblockchainarborist / Ryzen9.2,1652289547695,time-series-BTC-01-hs-0000006973,parameters-0000006973,1,2022-05-11T17:19:07.696Z,3,1652281200000,1652284799999,30977.61,3,31453.627,30645.062,31264.684,598.252,1.9,2449,40.82,0.68,theblockchainarborist / Ryzen9.2,theblockchainarborist
6986,BTC,01-hs,35,1,BTC,1,01-hs,11,15,1,3,80,11,500,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,ON,OFF,OFF,OFF,OFF,ON,ON,ON,OFF,OFF,OFF,ON,ON,OFF,d37a7499f7a0cc776caa88e14f312040,Tested,theblockchainarborist / M93P-1,1652291828597,time-series-BTC-01-hs-0000006986,parameters-0000006986,1,2022-05-11T17:57:08.597Z,3,1652281200000,1652284799999,30977.61,3,31641.11,30768.484,31371.223,601.628,1.9,4356,72.6,1.21,theblockchainarborist / M93P-1,theblockchainarborist
7087,BTC,01-hs,35,1,BTC,1,01-hs,8,15,1,3,80,8,500,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,OFF,OFF,OFF,OFF,OFF,ON,9ddafd9ae06a70bd439e680304008a31,Tested,prepheadrus / cloud3,1652304191236,time-series-BTC-01-hs-0000007087,parameters-0000007087,1,2022-05-11T21:23:11.237Z,3,1652299200000,1652302799999,28486.14,3,27754.48,27044.48,27536.637,526.998,1.9,2612,43.54,0.73,prepheadrus / cloud3,prepheadrus
7211,BTC,01-hs,35,1,BTC,1,01-hs,10,15,1,3,80,10,500,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,ON,ON,OFF,OFF,OFF,OFF,ON,OFF,OFF,OFF,ON,OFF,ON,5944608417d16b3058f3dc86fc5d4fa3,Tested,prepheadrus / cloud1,1652323007566,time-series-BTC-01-hs-0000007211,parameters-0000007211,1,2022-05-12T02:36:47.566Z,3,1652317200000,1652320799999,29227.17,3,29134.662,29196.729,29969.008,553.742,1.9,3751,62.52,1.04,prepheadrus / cloud1,prepheadrus
7843,BTC,01-hs,35,1,BTC,1,01-hs,10,15,1,3,80,10,1000,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,ON,69aad9e348b16ebf535d181f561518aa,Tested,DJ05GaZ / PowerEdge-R720-2,1652425479088,time-series-BTC-01-hs-0000007843,parameters-0000007843,1,2022-05-13T07:04:39.089Z,3,1652418000000,1652421599999,30532.64,3,31101.025,30696.484,31253.365,589.636,1.9,10076,167.93,2.8,DJ05GaZ / PowerEdge-R720-2,DJ05GaZ
745,BTC,04-hs,35,1,BTC,1,04-hs,8,20,1,3,80,8,500,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,ON,39f9ae5855aab5ffe8ce7390632bca62,Tested,DJ05GaZ / PowerEdge-R720-3,1651324863561,time-series-BTC-04-hs-0000000745,parameters-0000000745,1,2022-04-30T13:21:03.562Z,3,1651305600000,1651319999999,38580.01,3,39247.473,38496.785,39051.992,747.844,1.91,1239,20.65,0.34,DJ05GaZ / PowerEdge-R720-3,DJ05GaZ
808,BTC,06-hs,35,1,BTC,1,06-hs,6,10,1,3,80,6,500,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,ON,OFF,OFF,OFF,e41c064a540386896186c66e230564f9,Tested,p-pl / note1,1651327682497,time-series-BTC-06-hs-0000000808,parameters-0000000808,1,2022-04-30T14:08:02.497Z,3,1651298400000,1651319999999,38580.01,3,37906.668,36749.49,37387.684,723.464,1.91,240,3.99,0.07,p-pl / note1,p-pl
1647,BTC,01-hs,35,1,BTC,1,01-hs,10,10,1,3,80,10,250,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,ON,ON,ON,OFF,OFF,OFF,OFF,ON,OFF,OFF,OFF,OFF,OFF,ON,e40162819a4d71b2e4bd899676f29c63,Tested,p-pl / note3,1651479454989,time-series-BTC-01-hs-0000001647,parameters-0000001647,1,2022-05-02T08:17:34.989Z,3,1651474800000,1651478399999,38881.47,3,39111.598,38761.08,38993.094,745.8,1.91,727,12.12,0.2,p-pl / note3,p-pl
1970,BTC,01-hs,35,1,BTC,1,01-hs,10,10,1,3,80,10,250,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,ON,OFF,OFF,OFF,OFF,ON,OFF,OFF,OFF,OFF,ON,ON,ON,OFF,551a9382a04c562180ae8523c470a2a6,Tested,DJ05GaZ / PowerEdge-R720-2,1651508202485,time-series-BTC-01-hs-0000001970,parameters-0000001970,1,2022-05-02T16:16:42.486Z,3,1651503600000,1651507199999,38696.05,3,33644.12,33203.086,33507.36,642.178,1.91,1436,23.93,0.4,DJ05GaZ / PowerEdge-R720-2,DJ05GaZ
2088,BTC,01-hs,35,1,BTC,1,01-hs,10,10,1,3,80,10,250,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,ON,ON,OFF,OFF,ON,OFF,ON,OFF,OFF,ON,OFF,OFF,OFF,3042f7e7c37f1a67401f779d743e3cba,Tested,p-pl / note2,1651515907339,time-series-BTC-01-hs-0000002088,parameters-0000002088,1,2022-05-02T18:25:07.339Z,3,1651510800000,1651514399999,38370.56,3,37302.07,37223.434,37403.81,710.62,1.91,786,13.1,0.22,p-pl / note2,p-pl
2289,BTC,01-hs,35,1,BTC,1,01-hs,10,10,1,3,80,10,250,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,ON,ON,8709cfaf74be73b28e27ecf5a96cf0cb,Tested,p-pl / note1,1651540191612,time-series-BTC-01-hs-0000002289,parameters-0000002289,1,2022-05-03T01:09:51.612Z,3,1651536000000,1651539599999,38410.01,3,33741.492,33764.508,33914.43,644.012,1.91,856,14.26,0.24,p-pl / note1,p-pl
2610,BTC,01-hs,35,1,BTC,1,01-hs,13,10,1,3,80,13,500,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,ON,ON,ON,OFF,OFF,OFF,ON,ON,OFF,OFF,ON,ON,ON,OFF,326ed31c352af3a4cf6ecda18194ae8c,Tested,NAmorim / TestLaptop,1651564024616,time-series-BTC-01-hs-0000002610,parameters-0000002610,1,2022-05-03T07:47:04.617Z,3,1651557600000,1651561199999,38470.79,3,33391.44,33795.03,33527.273,636.916,1.91,2170,36.17,0.6,NAmorim / TestLaptop,NAmorim
3146,BTC,01-hs,35,1,BTC,1,01-hs,10,10,1,3,80,10,500,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,ON,ON,OFF,OFF,OFF,ON,OFF,OFF,OFF,OFF,ON,ON,OFF,4c9c75d501e77eebd2170af66dd63492,Tested,p-pl / note1,1651642976419,time-series-BTC-01-hs-0000003146,parameters-0000003146,1,2022-05-04T05:42:56.419Z,3,1651633200000,1651636799999,38013.62,3,38002.312,37724.055,38018.25,724.853,1.91,1360,22.67,0.38,p-pl / note1,p-pl
4195,BTC,01-hs,35,1,BTC,1,01-hs,12,10,1,3,80,12,1000,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,ON,OFF,OFF,OFF,ON,ON,ON,OFF,OFF,ON,ON,OFF,ON,74f070ac48dd08ba335ac2814c51181e,Tested,DJ05GaZ / PowerEdge-R720-6,1651899304939,time-series-BTC-01-hs-0000004195,parameters-0000004195,1,2022-05-07T04:55:04.940Z,3,1651888800000,1651892399999,35953.64,3,65789.67,16148.77,8111.632,1258.396,1.91,5610,93.5,1.56,DJ05GaZ / PowerEdge-R720-6,DJ05GaZ
5116,BTC,01-hs,35,1,BTC,1,01-hs,10,10,1,3,80,10,1500,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,ON,ON,OFF,OFF,ON,OFF,ON,OFF,OFF,OFF,ON,OFF,OFF,f2558c38462d48d1bb3ae853ba27213f,Tested,DJ05GaZ / PowerEdge-R720-8,1652099531756,time-series-BTC-01-hs-0000005116,parameters-0000005116,1,2022-05-09T12:32:11.757Z,3,1652094000000,1652097599999,33122.31,3,33874.13,31475.65,33431.86,646.955,1.91,8524,142.07,2.37,DJ05GaZ / PowerEdge-R720-8,DJ05GaZ
6018,BTC,01-hs,35,1,BTC,1,01-hs,10,15,1,3,80,10,250,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,ON,OFF,OFF,OFF,OFF,ON,OFF,OFF,OFF,OFF,ON,ON,ON,OFF,43b520970fc86b3d50eb3fb4b9555d60,Tested,p-pl / note2,1652220196416,time-series-BTC-01-hs-0000006018,parameters-0000006018,1,2022-05-10T22:03:16.417Z,3,1652216400000,1652219999999,30239.04,3,27923.104,27413.959,27303.281,534.023,1.91,1006,16.77,0.28,p-pl / note2,p-pl
6151,BTC,01-hs,35,1,BTC,1,01-hs,10,15,1,3,80,10,250,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,ON,ON,OFF,OFF,ON,OFF,OFF,OFF,OFF,ON,OFF,OFF,ON,dca25f933a83f1c2544c8678cecbc324,Tested,prepheadrus / prepheadrus,1652226771920,time-series-BTC-01-hs-0000006151,parameters-0000006151,1,2022-05-10T23:52:51.921Z,3,1652220000000,1652223599999,30785.18,3,28341.322,27899.885,28111.39,539.949,1.91,1291,21.52,0.36,prepheadrus / prepheadrus,prepheadrus
