id,mainAsset,mainTimeFrame,parameters,ASSETS,ASSETS 1,TIMEFRAMES,TIMEFRAMES 1,INDICATORS_PROPERTIES,LAG_TIMESTEPS,ASSETS,LABELS,PERCENTAGE_OF_DATASET_FOR_TRAINING,FEATURES,EPOCHS,LSTM_NEURONS,CANDLES_CANDLES-VOLUMES_CANDLES_CANDLE_MAX,CANDLES_CANDLES-VOLUMES_CANDLES_CANDLE_MIN,CANDLES_CANDLES-VOLUMES_CANDLES_CANDLE_CLOSE,HOUR_OF_DAY,DAY_OF_MONTH,DAY_OF_WEEK,WEEK_OF_YEAR,MONTH_OF_YEAR,YEAR,CANDLES_CANDLES-VOLUMES_CANDLES_CANDLE_OPEN,CANDLES_CANDLES-VOLUMES_VOLUMES_VOLUME_BUY,MASTERS_RESISTANCES-AND-SUPPORTS_RESISTANCES_RESISTANCE_RESISTANCE1RATE,MASTERS_RESISTANCES-AND-SUPPORTS_RESISTANCES_RESISTANCE_RESISTANCE2RATE,MASTERS_RESISTANCES-AND-SUPPORTS_RESISTANCES_RESISTANCE_RESISTANCE3RATE,MASTERS_RESISTANCES-AND-SUPPORTS_RESISTANCES_RESISTANCE_RESISTANCE4RATE,MASTERS_RESISTANCES-AND-SUPPORTS_RESISTANCES_RESISTANCE_RESISTANCE5RATE,MASTERS_RESISTANCES-AND-SUPPORTS_SUPPORTS_SUPPORT_SUPPORT1RATE,MASTERS_RESISTANCES-AND-SUPPORTS_SUPPORTS_SUPPORT_SUPPORT2RATE,MASTERS_RESISTANCES-AND-SUPPORTS_SUPPORTS_SUPPORT_SUPPORT3RATE,MASTERS_RESISTANCES-AND-SUPPORTS_SUPPORTS_SUPPORT_SUPPORT4RATE,MASTERS_RESISTANCES-AND-SUPPORTS_SUPPORTS_SUPPORT_SUPPORT5RATE,parametersHash,status,timeSeriesFileName,parametersFileName,filesTimestaps,parameters,forcastedCandle,begin,end,open,predictions,predictions 1,predictions 2,predictions 3,errorRMSE,percentageErrorRMSE,enlapsedSeconds,enlapsedMinutes,enlapsedHours,assignedTimestamp,when,testedByProfile
318,BTC,01-hs,31,1,BTC,1,01-hs,7,5,1,3,80,7,100,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,OFF,OFF,ad2455feda2852f7e0d49fb05a8c9bff,Tested,time-series-BTC-01-hs-0000000318,parameters-0000000318,1,2022-04-18T23:17:36.450Z,3,1.65032E+12,1.65032E+12,40923.74,3,41.919.523,40688.22,41.807.477,722.951,Jan 72,76,Jan 26,0.02,1650323937644,00:03:44 HH:MM:SS ago,p-pl
939,BTC,02-hs,31,1,BTC,1,02-hs,8,5,1,3,80,8,500,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,OFF,ON,OFF,OFF,OFF,ON,ON,OFF,OFF,0086b34bb9b055bd8b23ec56192a1aec,Tested,time-series-BTC-02-hs-0000000939,parameters-0000000939,1,2022-04-19T20:47:42.744Z,3,1.65039E+12,1.6504E+12,41417.24,3,41086.79,40550.13,40610.44,708.045,Jan 72,134,Feb 23,0.04,1650401401045,23:50:23 HH:MM:SS ago,theblockchainarborist
1080,BTC,02-hs,31,1,BTC,1,02-hs,8,10,1,3,80,8,500,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,ON,ON,OFF,OFF,OFF,ON,OFF,OFF,OFF,OFF,b095a7afd46c118b605f49442f868ce4,Tested,time-series-BTC-02-hs-0000001080,parameters-0000001080,1,2022-04-19T22:30:29.342Z,3,1.6504E+12,1.65041E+12,41313.07,3,40869.68,40492.2,40533.63,704.506,Jan 72,312,05. Feb,0.09,1650407884061,22:15:02 HH:MM:SS ago,p-pl
1344,BTC,02-hs,31,1,BTC,1,02-hs,8,15,1,3,80,8,1000,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,ON,ON,OFF,OFF,OFF,ON,OFF,OFF,OFF,2d40ce7981ca1295f51b71bbce35e800,Tested,time-series-BTC-02-hs-0000001344,parameters-0000001344,1,2022-04-20T05:13:17.361Z,3,1.65042E+12,1.65043E+12,41386.14,3,40875.84,40.496.777,40.790.293,703.22,Jan 72,873,14.55,0.24,1650432475580,00:27:59 HH:MM:SS ago,p-pl
1365,BTC,02-hs,31,1,BTC,1,02-hs,7,15,1,3,80,7,1000,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,OFF,OFF,OFF,OFF,ON,OFF,ON,OFF,OFF,876a796b143fe8b85e65a663cf157a86,Tested,time-series-BTC-02-hs-0000001365,parameters-0000001365,1,2022-04-20T06:05:08.599Z,3,1.65043E+12,1.65043E+12,41443.99,3,42070.54,41922.78,42.121.523,724.941,Jan 72,643,Okt 72,0.18,1650459226377,08:34:14 HH:MM:SS ago,p-pl
1485,BTC,03-hs,31,1,BTC,1,03-hs,7,5,1,3,80,7,500,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,OFF,OFF,OFF,OFF,ON,OFF,ON,OFF,OFF,384bef6c0e5e81d0c929d05cfe0ee634,Tested,time-series-BTC-03-hs-0000001485,parameters-0000001485,1,2022-04-20T13:56:13.659Z,3,1.65045E+12,1.65046E+12,42090,3,42.933.117,42.441.336,42658.8,737.359,Jan 72,136,Feb 27,0.04,1650463111252,00:04:49 HH:MM:SS ago,p-pl
1585,BTC,03-hs,31,1,BTC,1,03-hs,8,10,1,3,80,8,100,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,ON,ON,OFF,OFF,OFF,OFF,ON,OFF,OFF,7841dd1a3c5202cb166e5dfe4896943b,Tested,time-series-BTC-03-hs-0000001585,parameters-0000001585,1,2022-04-20T14:53:55.379Z,3,1.65045E+12,1.65046E+12,42090,3,41.666.406,41.108.496,41.310.086,716.033,Jan 72,41,0.68,0.01,1650466480288,00:03:48 HH:MM:SS ago,p-pl
1806,BTC,03-hs,31,1,BTC,1,03-hs,9,15,1,3,80,9,500,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,ON,OFF,ON,OFF,OFF,ON,ON,OFF,OFF,OFF,57e3122830f2804a1a68895755b9b212,Tested,time-series-BTC-03-hs-0000001806,parameters-0000001806,1,2022-04-20T16:54:09.187Z,3,1.65046E+12,1.65047E+12,41549.13,3,42207.13,41935.1,41.894.617,724.863,Jan 72,327,Mai 45,0.09,1650473978635,00:08:05 HH:MM:SS ago,p-pl
1812,BTC,03-hs,31,1,BTC,1,03-hs,7,15,1,3,80,7,500,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,ON,OFF,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF,630ef17b6f648768f531805365e49bad,Tested,time-series-BTC-03-hs-0000001812,parameters-0000001812,1,2022-04-20T16:56:16.609Z,3,1.65046E+12,1.65047E+12,41549.13,3,42.452.004,41.678.793,41936.56,731.218,Jan 72,783,13. Mai,0.22,1650474562365,00:02:45 HH:MM:SS ago,caoHenriques
2051,BTC,04-hs,31,1,BTC,1,04-hs,8,5,1,3,80,8,1000,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,ON,OFF,ON,OFF,OFF,OFF,OFF,ON,OFF,OFF,b774720a05a01bb8ca8a63fd70e45d50,Tested,time-series-BTC-04-hs-0000002051,parameters-0000002051,1,2022-04-20T19:19:41.657Z,3,1.65046E+12,1.65047E+12,41261.73,3,42.258.586,41255.93,41862.58,725.361,Jan 72,2386,39.76,0.66,1650484773015,00:00:00 HH:MM:SS ago,caoHenriques
2334,BTC,04-hs,31,1,BTC,1,04-hs,9,15,1,3,80,9,500,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,ON,ON,ON,OFF,OFF,OFF,ON,OFF,OFF,OFF,192dc0b52a20581e8e47fde134a57446,Tested,time-series-BTC-04-hs-0000002334,parameters-0000002334,1,2022-04-20T21:16:57.018Z,3,1.65047E+12,1.65048E+12,41193.89,3,41.002.035,40.310.348,40.650.113,703.616,Jan 72,436,Jul 26,0.12,1650489855074,00:00:25 HH:MM:SS ago,caoHenriques
2986,BTC,06-hs,31,1,BTC,1,06-hs,7,15,1,3,80,7,1000,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,OFF,c00dc466eb6a9c7902457af13ff02559,Tested,time-series-BTC-06-hs-0000002986,parameters-0000002986,1,2022-04-21T04:17:30.537Z,3,1.65048E+12,1.6505E+12,41358.19,3,41983.88,41.193.758,41596.51,723.887,Jan 72,309,Mai 15,0.09,1650514960620,00:10:17 HH:MM:SS ago,p-pl
715,BTC,01-hs,31,1,BTC,1,01-hs,9,15,1,3,80,9,500,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,ON,ON,ON,OFF,OFF,OFF,OFF,ON,OFF,OFF,6e2b0783b825d3f0dbf6c15a81376849,Tested,time-series-BTC-01-hs-0000000715,parameters-0000000715,1,2022-04-19T14:49:30.289Z,3,1.65037E+12,1.65038E+12,41451.52,3,42.204.168,41.229.426,42.613.164,728.488,Jan 73,2010,33.5,0.56,1650381786496,02:32:45 HH:MM:SS ago,caoHenriques
1647,BTC,03-hs,31,1,BTC,1,03-hs,9,10,1,3,80,9,500,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,ON,OFF,OFF,OFF,ON,ON,ON,OFF,OFF,56494ab82c0e5b271e58f4f983c49270,Tested,time-series-BTC-03-hs-0000001647,parameters-0000001647,1,2022-04-20T15:17:05.987Z,3,1.65046E+12,1.65047E+12,41549.13,3,41335.24,40.437.355,41044.39,714.332,Jan 73,212,MŠr 53,0.06,1650468041033,00:06:59 HH:MM:SS ago,p-pl
1915,BTC,04-hs,31,1,BTC,1,04-hs,9,5,1,3,80,9,100,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,ON,ON,ON,OFF,OFF,OFF,OFF,ON,OFF,OFF,e948a2b3e6b1a012eed871556d5b60ba,Tested,time-series-BTC-04-hs-0000001915,parameters-0000001915,1,2022-04-20T18:44:42.500Z,3,1.65046E+12,1.65047E+12,41261.73,3,42.206.473,41286.21,41792.47,731.007,Jan 73,49,0.82,0.01,1650480334129,00:02:01 HH:MM:SS ago,caoHenriques
2317,BTC,04-hs,31,1,BTC,1,04-hs,8,15,1,3,80,8,100,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,OFF,ON,OFF,OFF,ON,OFF,ON,OFF,OFF,347fe3ec971365604d471bcb86572597,Tested,time-series-BTC-04-hs-0000002317,parameters-0000002317,1,2022-04-20T21:14:15.132Z,3,1.65047E+12,1.65048E+12,41193.89,3,41.797.336,41.444.023,41.468.457,724.963,Jan 73,96,Jan 59,0.03,1650489352328,00:00:00 HH:MM:SS ago,Luis-Fernando-Molina
2328,BTC,04-hs,31,1,BTC,1,04-hs,6,15,1,3,80,6,100,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF,ON,OFF,OFF,9841c7d2e3d0c253f3a231190b1e9b46,Tested,time-series-BTC-04-hs-0000002328,parameters-0000002328,1,2022-04-20T21:15:51.413Z,3,1.65047E+12,1.65048E+12,41193.89,3,41749.16,41.192.445,41.596.688,721.955,Jan 73,46,0.77,0.01,1650489398463,00:07:16 HH:MM:SS ago,p-pl
2432,BTC,04-hs,31,1,BTC,1,04-hs,7,15,1,3,80,7,1000,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,ON,OFF,OFF,OFF,OFF,ON,OFF,OFF,OFF,16940db7b83af54e36ed06d8f3cbd5f5,Tested,time-series-BTC-04-hs-0000002432,parameters-0000002432,1,2022-04-20T23:05:36.569Z,3,1.65047E+12,1.65048E+12,41193.89,3,41.135.297,40357.96,40.746.297,712.784,Jan 73,520,Aug 66,0.14,1650496461735,00:26:09 HH:MM:SS ago,p-pl
2977,BTC,06-hs,31,1,BTC,1,06-hs,8,15,1,3,80,8,1000,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,OFF,ON,OFF,OFF,ON,OFF,ON,OFF,OFF,fb034eb9576e793340611b2e8b13ac75,Tested,time-series-BTC-06-hs-0000002977,parameters-0000002977,1,2022-04-21T04:06:46.495Z,3,1.65048E+12,1.6505E+12,41358.19,3,41813.77,41.121.957,41453.75,725.436,Jan 73,307,05. Dez,0.09,1650514315468,17:28:17 HH:MM:SS ago,p-pl
931,BTC,02-hs,31,1,BTC,1,02-hs,8,5,1,3,80,8,500,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,ON,OFF,OFF,OFF,OFF,ON,ON,OFF,OFF,bf4a367d3aa98b540b6b83b22584b342,Tested,time-series-BTC-02-hs-0000000931,parameters-0000000931,1,2022-04-19T20:44:31.578Z,3,1.65039E+12,1.6504E+12,41417.24,3,41.023.656,40502.11,40.629.285,713.285,Jan 74,196,MŠr 26,0.05,1650401270935,23:52:12 HH:MM:SS ago,p-pl
964,BTC,02-hs,31,1,BTC,1,02-hs,7,5,1,3,80,7,1000,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,f01d5c21d15d8d0d79e3b57c3a160586,Tested,time-series-BTC-02-hs-0000000964,parameters-0000000964,1,2022-04-19T20:57:23.321Z,3,1.65039E+12,1.6504E+12,41417.24,3,42086.35,42.114.184,41.938.133,732.351,Jan 74,267,Apr 44,0.07,1650402113760,23:53:19 HH:MM:SS ago,theblockchainarborist
1070,BTC,02-hs,31,1,BTC,1,02-hs,10,10,1,3,80,10,500,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,ON,ON,ON,OFF,OFF,ON,ON,OFF,OFF,OFF,ddb21010368048bd7acbb49ed1ee8989,Tested,time-series-BTC-02-hs-0000001070,parameters-0000001070,1,2022-04-19T22:14:48.838Z,3,1.6504E+12,1.65041E+12,41313.07,3,40.533.434,40.658.195,40.637.496,706.18,Jan 74,312,05. Feb,0.09,1650407058609,00:07:32 HH:MM:SS ago,p-pl
1322,BTC,02-hs,31,1,BTC,1,02-hs,8,15,1,3,80,8,1000,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,ON,ON,OFF,OFF,OFF,OFF,ON,OFF,OFF,OFF,713abd1a99101fa87cc86f20afbc8d93,Tested,time-series-BTC-02-hs-0000001322,parameters-0000001322,1,2022-04-20T04:15:47.934Z,3,1.65042E+12,1.65043E+12,41386.14,3,42.109.457,41861.01,41.979.805,734.013,Jan 74,1497,24.94,0.42,1650429699875,00:48:01 HH:MM:SS ago,NAmorim
1462,BTC,03-hs,31,1,BTC,1,03-hs,8,5,1,3,80,8,500,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,ON,ON,OFF,OFF,ON,OFF,OFF,OFF,OFF,0471f1d6f72344508a6a954cb05fb8ad,Tested,time-series-BTC-03-hs-0000001462,parameters-0000001462,1,2022-04-20T13:46:00.478Z,3,1.65045E+12,1.65046E+12,42090,3,42.570.766,42.486.805,42607.42,740.555,Jan 74,140,Feb 33,0.04,1650462503026,00:12:08 HH:MM:SS ago,p-pl
1525,BTC,03-hs,31,1,BTC,1,03-hs,8,5,1,3,80,8,1000,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,ON,ON,OFF,OFF,OFF,OFF,ON,OFF,OFF,a9147fd8779206d1924fd2d16d04e9ef,Tested,time-series-BTC-03-hs-0000001525,parameters-0000001525,1,2022-04-20T14:25:42.376Z,3,1.65045E+12,1.65046E+12,42090,3,43.075.395,42.338.992,42.765.633,751.093,Jan 74,270,04. Mai,0.07,1650465015196,00:23:19 HH:MM:SS ago,p-pl
2160,BTC,04-hs,31,1,BTC,1,04-hs,8,10,1,3,80,8,500,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,ON,ON,OFF,OFF,OFF,ON,OFF,OFF,OFF,OFF,4d622ca6fcaaee2a287c37abd9e1f1bb,Tested,time-series-BTC-04-hs-0000002160,parameters-0000002160,1,2022-04-20T19:56:56.840Z,3,1.65046E+12,1.65047E+12,41261.73,3,42357.56,41146.91,41974.91,735.656,Jan 74,310,Mai 17,0.09,1650484931226,00:00:00 HH:MM:SS ago,end-debug
2323,BTC,04-hs,31,1,BTC,1,04-hs,8,15,1,3,80,8,100,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,OFF,OFF,OFF,OFF,ON,ON,ON,OFF,OFF,ad8de0248b662a13371a55a76e413df5,Tested,time-series-BTC-04-hs-0000002323,parameters-0000002323,1,2022-04-20T21:15:11.386Z,3,1.65047E+12,1.65048E+12,41193.89,3,41.793.266,40877.3,41028.25,725.707,Jan 74,93,Jan 54,0.03,1650489405985,00:00:26 HH:MM:SS ago,caoHenriques
2985,BTC,06-hs,31,1,BTC,1,06-hs,7,15,1,3,80,7,1000,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,OFF,OFF,OFF,OFF,ON,OFF,ON,OFF,OFF,a5ceb0dbc4e9ff5d3e5a82deaefe4392,Tested,time-series-BTC-06-hs-0000002985,parameters-0000002985,1,2022-04-21T04:17:22.389Z,3,1.65048E+12,1.6505E+12,41358.19,3,41.919.348,41.196.918,41.630.633,729.917,Jan 74,311,Mai 19,0.09,1650514955289,00:10:23 HH:MM:SS ago,p-pl
18,BTC,01-hs,31,1,BTC,1,01-hs,6,10,1,3,80,6,500,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,dfeaddf9dc53ce93f9ad18888e292e2e,Tested,time-series-BTC-01-hs-0000000018,parameters-0000000018,1,2022-04-18T19:22:42.925Z,3,1.6503E+12,1.65031E+12,40646.01,3,41.181.473,40890.89,41892.58,721.482,Jan 75,1491,24.86,0.41,1650311259073,15:23:27 HH:MM:SS ago,Luis-Fernando-Molina
912,BTC,02-hs,31,1,BTC,1,02-hs,7,5,1,3,80,7,500,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,ON,OFF,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF,0d7597920794adbdfe2db217b86088ce,Tested,time-series-BTC-02-hs-0000000912,parameters-0000000912,1,2022-04-19T20:37:14.934Z,3,1.65039E+12,1.6504E+12,41417.24,3,41.011.566,40546.96,40683.84,717.262,Jan 75,207,MŠr 45,0.06,1650400845337,23:51:41 HH:MM:SS ago,p-pl
1115,BTC,02-hs,31,1,BTC,1,02-hs,9,10,1,3,80,9,500,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,OFF,ON,OFF,OFF,ON,ON,ON,OFF,OFF,72a9217281eff9e8ce988fb8a569ad32,Tested,time-series-BTC-02-hs-0000001115,parameters-0000001115,1,2022-04-19T23:05:13.907Z,3,1.6504E+12,1.65041E+12,41313.07,3,42.078.746,41.773.387,42.001.234,736.072,Jan 75,298,Apr 96,0.08,1650409814896,00:22:07 HH:MM:SS ago,p-pl
1142,BTC,02-hs,31,1,BTC,1,02-hs,8,10,1,3,80,8,1000,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,ON,ON,OFF,OFF,OFF,OFF,ON,OFF,OFF,OFF,ea7c3d2109c37a587228578204074b0e,Tested,time-series-BTC-02-hs-0000001142,parameters-0000001142,1,2022-04-19T23:46:14.024Z,3,1.6504E+12,1.65041E+12,41313.07,3,40772.12,40.342.086,40.488.062,713.193,Jan 75,1515,25.25,0.42,1650413514403,00:20:21 HH:MM:SS ago,Luis-Fernando-Molina
1196,BTC,02-hs,31,1,BTC,1,02-hs,8,15,1,3,80,8,100,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF,a36c52ee7bda69b4a14bd3ebde532584,Tested,time-series-BTC-02-hs-0000001196,parameters-0000001196,1,2022-04-20T01:49:50.998Z,3,1.65041E+12,1.65041E+12,41493.18,3,41.949.734,41.688.477,42.066.574,733.285,Jan 75,156,02. Jun,0.04,1650419621239,00:06:36 HH:MM:SS ago,caoHenriques
1535,BTC,03-hs,31,1,BTC,1,03-hs,9,5,1,3,80,9,1000,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,OFF,ON,OFF,OFF,ON,ON,ON,OFF,OFF,cfc98d7c704f1848e0054a68495400cb,Tested,time-series-BTC-03-hs-0000001535,parameters-0000001535,1,2022-04-20T14:33:42.450Z,3,1.65045E+12,1.65046E+12,42090,3,41.783.758,41.140.746,41.435.254,731.514,Jan 75,505,Aug 42,0.14,1650465732522,00:07:49 HH:MM:SS ago,end-debug
2076,BTC,04-hs,31,1,BTC,1,04-hs,8,5,1,3,80,8,1000,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,OFF,ON,OFF,OFF,ON,ON,OFF,OFF,OFF,01b520fc11544b56a05a710bceaf367b,Tested,time-series-BTC-04-hs-0000002076,parameters-0000002076,1,2022-04-20T19:32:55.911Z,3,1.65046E+12,1.65047E+12,41261.73,3,41.120.465,40.088.863,40842.4,718.097,Jan 75,295,Apr 91,0.08,1650483478096,00:04:55 HH:MM:SS ago,end-debug
2314,BTC,04-hs,31,1,BTC,1,04-hs,6,15,1,3,80,6,100,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,0173584b2bd8db4679179f0f7809f3c5,Tested,time-series-BTC-04-hs-0000002314,parameters-0000002314,1,2022-04-20T21:13:53.654Z,3,1.65047E+12,1.65048E+12,41193.89,3,41362.39,41.165.875,40663.68,723.535,Jan 75,89,Jan 49,0.02,1650489325725,00:00:26 HH:MM:SS ago,end-debug
2434,BTC,04-hs,31,1,BTC,1,04-hs,6,15,1,3,80,6,1000,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,520e948268b1022182381c68b2851641,Tested,time-series-BTC-04-hs-0000002434,parameters-0000002434,1,2022-04-20T23:10:11.866Z,3,1.65047E+12,1.65048E+12,41193.89,3,42.204.715,41206.96,41831.31,740.321,Jan 75,571,Sep 52,0.16,1650496788547,00:11:42 HH:MM:SS ago,p-pl
953,BTC,02-hs,31,1,BTC,1,02-hs,10,5,1,3,80,10,1000,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,ON,ON,ON,OFF,OFF,OFF,ON,ON,OFF,OFF,cf79d2c54b14dbc69002eaa793438e62,Tested,time-series-BTC-02-hs-0000000953,parameters-0000000953,1,2022-04-19T20:51:41.026Z,3,1.65039E+12,1.6504E+12,41417.24,3,42300.78,41.732.855,42.084.867,743.147,Jan 76,401,Jun 68,0.11,1650401904536,23:56:07 HH:MM:SS ago,p-pl
1138,BTC,02-hs,31,1,BTC,1,02-hs,9,10,1,3,80,9,1000,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,ON,ON,OFF,OFF,OFF,ON,ON,OFF,OFF,OFF,66b32f341dcc4b9fad5925b4ce0400ff,Tested,time-series-BTC-02-hs-0000001138,parameters-0000001138,1,2022-04-19T23:32:33.619Z,3,1.6504E+12,1.65041E+12,41313.07,3,41.973.156,41.874.094,42002.17,740.169,Jan 76,3575,59.58,0.99,1650414735495,20:45:34 HH:MM:SS ago,Smidy13
1303,BTC,02-hs,31,1,BTC,1,02-hs,8,15,1,3,80,8,500,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,OFF,OFF,OFF,OFF,ON,ON,ON,OFF,OFF,292ddd3a5ac45954c5f5cab065164e29,Tested,time-series-BTC-02-hs-0000001303,parameters-0000001303,1,2022-04-20T03:30:56.443Z,3,1.65041E+12,1.65042E+12,41351.39,3,42277.73,41.808.676,42.080.797,744.078,Jan 76,376,Jun 27,0.1,1650425934907,00:10:11 HH:MM:SS ago,p-pl
1349,BTC,02-hs,31,1,BTC,1,02-hs,8,15,1,3,80,8,1000,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,ON,OFF,OFF,OFF,ON,OFF,ON,OFF,OFF,ceba00cfe4f249270e211c1c8a9bf708,Tested,time-series-BTC-02-hs-0000001349,parameters-0000001349,1,2022-04-20T05:24:50.158Z,3,1.65042E+12,1.65043E+12,41386.14,3,40.877.516,40560.51,40.609.926,717.864,Jan 76,1985,33.09,0.55,1650434280263,06:55:47 HH:MM:SS ago,caoHenriques
1782,BTC,03-hs,31,1,BTC,1,03-hs,6,15,1,3,80,6,100,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,OFF,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF,3a573bc06e423c5218a36100602c81d5,Tested,time-series-BTC-03-hs-0000001782,parameters-0000001782,1,2022-04-20T16:41:23.909Z,3,1.65046E+12,1.65047E+12,41549.13,3,41.577.156,42.040.793,42030.11,730.867,Jan 76,39,0.65,0.01,1650472925113,00:02:08 HH:MM:SS ago,theblockchainarborist
2045,BTC,04-hs,31,1,BTC,1,04-hs,10,5,1,3,80,10,1000,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,ON,OFF,ON,OFF,OFF,ON,ON,ON,OFF,OFF,1545463c3fa78b047119c7f1e90c87c0,Tested,time-series-BTC-04-hs-0000002045,parameters-0000002045,1,2022-04-20T19:17:14.817Z,3,1.65046E+12,1.65047E+12,41261.73,3,41.158.742,40225.6,40.800.023,725.312,Jan 76,293,Apr 88,0.08,1650482541074,00:37:12 HH:MM:SS ago,end-debug
2064,BTC,04-hs,31,1,BTC,1,04-hs,8,5,1,3,80,8,1000,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,ON,ON,OFF,OFF,OFF,ON,OFF,OFF,OFF,1886aa69a2e9b7689d1f8efb6516c6e2,Tested,time-series-BTC-04-hs-0000002064,parameters-0000002064,1,2022-04-20T19:26:49.340Z,3,1.65046E+12,1.65047E+12,41261.73,3,42.277.945,41.287.984,41.849.152,743.916,Jan 76,163,Feb 72,0.05,1650482974287,00:11:36 HH:MM:SS ago,p-pl
2165,BTC,04-hs,31,1,BTC,1,04-hs,10,10,1,3,80,10,500,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,ON,OFF,ON,OFF,OFF,ON,ON,ON,OFF,OFF,f21fe62be6f13f85673ce66de48b7881,Tested,time-series-BTC-04-hs-0000002165,parameters-0000002165,1,2022-04-20T19:58:47.878Z,3,1.65046E+12,1.65047E+12,41261.73,3,41092.01,40266.89,40.789.887,722.276,Jan 76,927,15.44,0.26,1650485658248,00:00:00 HH:MM:SS ago,Smidy13
