id,mainAsset,mainTimeFrame,parameters,ASSETS,ASSETS 1,TIMEFRAMES,TIMEFRAMES 1,INDICATORS_PROPERTIES,LAG_TIMESTEPS,ASSETS,LABELS,PERCENTAGE_OF_DATASET_FOR_TRAINING,FEATURES,EPOCHS,LSTM_NEURONS,CANDLES_CANDLES-VOLUMES_CANDLES_CANDLE_MAX,CANDLES_CANDLES-VOLUMES_CANDLES_CANDLE_MIN,CANDLES_CANDLES-VOLUMES_CANDLES_CANDLE_CLOSE,HOUR_OF_DAY,DAY_OF_MONTH,DAY_OF_WEEK,WEEK_OF_YEAR,MONTH_OF_YEAR,YEAR,CANDLES_CANDLES-VOLUMES_CANDLES_CANDLE_OPEN,CANDLES_CANDLES-VOLUMES_VOLUMES_VOLUME_BUY,MASTERS_RESISTANCES-AND-SUPPORTS_RESISTANCES_RESISTANCE_RESISTANCE1RATE,MASTERS_RESISTANCES-AND-SUPPORTS_RESISTANCES_RESISTANCE_RESISTANCE2RATE,MASTERS_RESISTANCES-AND-SUPPORTS_RESISTANCES_RESISTANCE_RESISTANCE3RATE,MASTERS_RESISTANCES-AND-SUPPORTS_RESISTANCES_RESISTANCE_RESISTANCE4RATE,MASTERS_RESISTANCES-AND-SUPPORTS_RESISTANCES_RESISTANCE_RESISTANCE5RATE,MASTERS_RESISTANCES-AND-SUPPORTS_SUPPORTS_SUPPORT_SUPPORT1RATE,MASTERS_RESISTANCES-AND-SUPPORTS_SUPPORTS_SUPPORT_SUPPORT2RATE,MASTERS_RESISTANCES-AND-SUPPORTS_SUPPORTS_SUPPORT_SUPPORT3RATE,MASTERS_RESISTANCES-AND-SUPPORTS_SUPPORTS_SUPPORT_SUPPORT4RATE,MASTERS_RESISTANCES-AND-SUPPORTS_SUPPORTS_SUPPORT_SUPPORT5RATE,parametersHash,status,timeSeriesFileName,parametersFileName,filesTimestaps,parameters,forcastedCandle,begin,end,open,predictions,predictions 1,predictions 2,predictions 3,errorRMSE,percentageErrorRMSE,enlapsedSeconds,enlapsedMinutes,enlapsedHours,assignedTimestamp,when,testedByProfile
1701,BTC,03-hs,31,1,BTC,1,03-hs,9,10,1,3,80,9,1000,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,ON,ON,OFF,OFF,ON,OFF,ON,OFF,OFF,eb045da89217ce193c63e73b43284d02,Tested,time-series-BTC-03-hs-0000001701,parameters-0000001701,1,2022-04-20T16:01:41.205Z,3,1.65046E+12,1.65047E+12,41549.13,3,40.898.082,40.323.344,40.634.293,885.336,Feb 16,448,Jul 46,0.12,1650470952174,00:15:22 HH:MM:SS ago,p-pl
1769,BTC,03-hs,31,1,BTC,1,03-hs,8,15,1,3,80,8,100,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,ON,OFF,OFF,OFF,ON,OFF,ON,OFF,OFF,5c7dcd51b6e7392c38dc3e7a3b6b4133,Tested,time-series-BTC-03-hs-0000001769,parameters-0000001769,1,2022-04-20T16:38:45.064Z,3,1.65046E+12,1.65047E+12,41549.13,3,41028.59,41.216.445,40.712.906,886.748,Feb 16,39,0.64,0.01,1650472766281,00:01:35 HH:MM:SS ago,theblockchainarborist
1985,BTC,04-hs,31,1,BTC,1,04-hs,10,5,1,3,80,10,500,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,ON,OFF,ON,OFF,OFF,ON,ON,ON,OFF,OFF,a83afb62d2498e8eed616087e072133c,Tested,time-series-BTC-04-hs-0000001985,parameters-0000001985,1,2022-04-20T18:58:27.386Z,3,1.65046E+12,1.65047E+12,41261.73,3,40.830.457,39961.89,40.532.207,881.695,Feb 16,64,01. Jun,0.02,1650481174346,00:03:47 HH:MM:SS ago,theblockchainarborist
2524,BTC,06-hs,31,1,BTC,1,06-hs,7,5,1,3,80,7,500,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,4c4fa10a0892447c07a725d235101333,Tested,time-series-BTC-06-hs-0000002524,parameters-0000002524,1,2022-04-21T00:07:26.311Z,3,1.65048E+12,1.6505E+12,41358.19,3,42.130.016,41.396.613,41665.15,910.509,Feb 16,70,Jan 17,0.02,1650499724508,00:02:19 HH:MM:SS ago,p-pl
2545,BTC,06-hs,31,1,BTC,1,06-hs,8,5,1,3,80,8,500,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,ON,ON,OFF,OFF,OFF,OFF,ON,OFF,OFF,5625e6d13a772eeba06808e88dd00939,Tested,time-series-BTC-06-hs-0000002545,parameters-0000002545,1,2022-04-21T00:15:42.985Z,3,1.65048E+12,1.6505E+12,41358.19,3,42.109.617,41256.29,41.751.934,910.518,Feb 16,163,Feb 71,0.05,1650500307512,00:00:08 HH:MM:SS ago,Luis-Fernando-Molina
2546,BTC,06-hs,31,1,BTC,1,06-hs,7,5,1,3,80,7,500,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF,9b5ec46801bc74dfcb860fbbffd67cd2,Tested,time-series-BTC-06-hs-0000002546,parameters-0000002546,1,2022-04-21T00:15:45.003Z,3,1.65048E+12,1.6505E+12,41358.19,3,42.035.242,41105.38,41554.5,906.572,Feb 16,75,Jan 24,0.02,1650500220873,21:12:37 HH:MM:SS ago,p-pl
2585,BTC,06-hs,31,1,BTC,1,06-hs,10,5,1,3,80,10,1000,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,ON,OFF,ON,OFF,OFF,ON,ON,ON,OFF,OFF,6226a48105712c3a83b76940ca07bf54,Tested,time-series-BTC-06-hs-0000002585,parameters-0000002585,1,2022-04-21T00:32:29.314Z,3,1.65048E+12,1.6505E+12,41358.19,3,42.134.176,41.374.086,41.792.246,909.694,Feb 16,144,02. Apr,0.04,1650501314799,20:57:31 HH:MM:SS ago,p-pl
2600,BTC,06-hs,31,1,BTC,1,06-hs,9,5,1,3,80,9,1000,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,ON,ON,OFF,OFF,ON,ON,OFF,OFF,OFF,d5d0835091ee01441d3d78b4a097d502,Tested,time-series-BTC-06-hs-0000002600,parameters-0000002600,1,2022-04-21T00:43:14.629Z,3,1.65048E+12,1.6505E+12,41358.19,3,42.199.758,41.205.562,41.723.668,912.51,Feb 16,356,Mai 93,0.1,1650502152844,00:00:00 HH:MM:SS ago,Luis-Fernando-Molina
2710,BTC,06-hs,31,1,BTC,1,06-hs,8,10,1,3,80,8,500,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,ON,OFF,ON,OFF,OFF,OFF,ON,OFF,OFF,OFF,81b6ed9bc200e6b8e3a3d6957ce4ac37,Tested,time-series-BTC-06-hs-0000002710,parameters-0000002710,1,2022-04-21T01:09:56.012Z,3,1.65048E+12,1.6505E+12,41358.19,3,41874.47,41014.48,41.482.754,905.497,Feb 16,117,Jan 96,0.03,1650503515312,00:03:35 HH:MM:SS ago,p-pl
2765,BTC,06-hs,31,1,BTC,1,06-hs,10,10,1,3,80,10,1000,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,ON,OFF,ON,OFF,OFF,ON,ON,ON,OFF,OFF,8b94d124abca8bfc45d8a01315c2e9e7,Tested,time-series-BTC-06-hs-0000002765,parameters-0000002765,1,2022-04-21T01:34:07.907Z,3,1.65048E+12,1.6505E+12,41358.19,3,42.155.652,41.368.355,41.727.992,909.923,Feb 16,500,Aug 33,0.14,1650505350223,19:54:01 HH:MM:SS ago,Luis-Fernando-Molina
2904,BTC,06-hs,31,1,BTC,1,06-hs,8,15,1,3,80,8,500,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,ON,ON,OFF,OFF,OFF,ON,OFF,OFF,OFF,5c5ceafb0f9cda39ca7ed329031a9ec3,Tested,time-series-BTC-06-hs-0000002904,parameters-0000002904,1,2022-04-21T02:50:25.973Z,3,1.65048E+12,1.6505E+12,41358.19,3,42162.51,41.277.426,41.660.098,911.071,Feb 16,148,Feb 47,0.04,1650509575694,00:12:57 HH:MM:SS ago,p-pl
2913,BTC,06-hs,31,1,BTC,1,06-hs,7,15,1,3,80,7,500,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,ON,OFF,OFF,OFF,OFF,OFF,ON,OFF,OFF,d2c9136b32dd43d466cbcbd1ae7ddc6d,Tested,time-series-BTC-06-hs-0000002913,parameters-0000002913,1,2022-04-21T02:55:48.447Z,3,1.65048E+12,1.6505E+12,41358.19,3,42.165.797,41496.86,41902.79,911.167,Feb 16,151,Feb 51,0.04,1650509900872,00:03:39 HH:MM:SS ago,p-pl
3062,BTC,08-hs,31,1,BTC,1,08-hs,8,5,1,3,80,8,500,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,ON,ON,OFF,OFF,OFF,OFF,ON,OFF,OFF,OFF,5cb3231b609a21033231732613445047,Tested,time-series-BTC-08-hs-0000003062,parameters-0000003062,1,2022-04-21T04:37:08.010Z,3,1.65047E+12,1.6505E+12,41358.19,3,41.788.555,40.840.086,41.480.047,903.86,Feb 16,86,Jan 44,0.02,1650515915845,00:00:45 HH:MM:SS ago,p-pl
3063,BTC,08-hs,31,1,BTC,1,08-hs,8,5,1,3,80,8,500,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,ON,OFF,OFF,7d5c87d4125e087bd4de7bcf564f6f23,Tested,time-series-BTC-08-hs-0000003063,parameters-0000003063,1,2022-04-21T04:37:16.379Z,3,1.65047E+12,1.6505E+12,41358.19,3,41.934.113,40479.43,41189.97,906.739,Feb 16,57,0.95,0.02,1650515895525,00:01:25 HH:MM:SS ago,p-pl
3067,BTC,08-hs,31,1,BTC,1,08-hs,9,5,1,3,80,9,500,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,ON,OFF,ON,OFF,OFF,ON,OFF,ON,OFF,OFF,dd51d9846ef5474789dd9ac1352e8fbe,Tested,time-series-BTC-08-hs-0000003067,parameters-0000003067,1,2022-04-21T04:38:46.545Z,3,1.65047E+12,1.6505E+12,41358.19,3,41.483.105,40.541.523,41.149.305,894.813,Feb 16,53,0.89,0.01,1650515980534,00:05:21 HH:MM:SS ago,p-pl
3073,BTC,08-hs,31,1,BTC,1,08-hs,9,5,1,3,80,9,500,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,ON,OFF,OFF,OFF,OFF,ON,ON,ON,OFF,OFF,d1a48d16d811b5ec07b089297180e8e3,Tested,time-series-BTC-08-hs-0000003073,parameters-0000003073,1,2022-04-21T04:40:40.936Z,3,1.65047E+12,1.6505E+12,41358.19,3,41199.71,40.242.945,41.062.984,890.666,Feb 16,48,0.8,0.01,1650516092368,00:03:29 HH:MM:SS ago,p-pl
3079,BTC,08-hs,31,1,BTC,1,08-hs,10,5,1,3,80,10,500,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,ON,ON,OFF,OFF,ON,ON,ON,OFF,OFF,744f90467d3caeecb23df7f0ba366a1d,Tested,time-series-BTC-08-hs-0000003079,parameters-0000003079,1,2022-04-21T04:42:38.798Z,3,1.65047E+12,1.6505E+12,41358.19,3,41.743.555,40551.04,41.254.242,902.239,Feb 16,55,0.91,0.02,1650516215352,00:02:00 HH:MM:SS ago,p-pl
3151,BTC,08-hs,31,1,BTC,1,08-hs,8,5,1,3,80,8,1000,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,ON,OFF,OFF,OFF,OFF,ON,ON,OFF,OFF,7b86aaefbecfa2bf47ace5ee8bfb5c65,Tested,time-series-BTC-08-hs-0000003151,parameters-0000003151,1,2022-04-21T05:15:08.644Z,3,1.65047E+12,1.6505E+12,41358.19,3,41.873.473,40.598.633,41.434.895,904.96,Feb 16,107,Jan 79,0.03,1650518217735,00:03:16 HH:MM:SS ago,p-pl
3164,BTC,08-hs,31,1,BTC,1,08-hs,7,5,1,3,80,7,1000,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,OFF,OFF,80e51825dc283b7a2e9f3a6ff6741dcb,Tested,time-series-BTC-08-hs-0000003164,parameters-0000003164,1,2022-04-21T05:22:44.088Z,3,1.65047E+12,1.6505E+12,41358.19,3,41622.63,40612.96,41.203.277,897.233,Feb 16,111,Jan 85,0.03,1650518677001,00:06:57 HH:MM:SS ago,p-pl
3261,BTC,08-hs,31,1,BTC,1,08-hs,9,10,1,3,80,9,500,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,ON,ON,OFF,OFF,ON,OFF,ON,OFF,OFF,80957619805100c92b341c54977b0a29,Tested,time-series-BTC-08-hs-0000003261,parameters-0000003261,1,2022-04-21T05:50:08.279Z,3,1.65047E+12,1.6505E+12,41358.19,3,41.726.773,40.656.297,41.344.035,900.515,Feb 16,83,Jan 38,0.02,1650520292023,00:02:39 HH:MM:SS ago,p-pl
3266,BTC,08-hs,31,1,BTC,1,08-hs,7,10,1,3,80,7,500,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF,a5e2de7d74211999616c930322257627,Tested,time-series-BTC-08-hs-0000003266,parameters-0000003266,1,2022-04-21T05:52:55.119Z,3,1.65047E+12,1.6505E+12,41358.19,3,41.787.926,40908.54,41.442.965,903.099,Feb 16,85,Jan 41,0.02,1650520460676,00:08:41 HH:MM:SS ago,p-pl
3281,BTC,08-hs,31,1,BTC,1,08-hs,7,10,1,3,80,7,500,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,OFF,ON,OFF,OFF,OFF,OFF,ON,OFF,OFF,6e8ed7c005c73ea69a6e07b910203d96,Tested,time-series-BTC-08-hs-0000003281,parameters-0000003281,1,2022-04-21T05:59:47.273Z,3,1.65047E+12,1.6505E+12,41358.19,3,41.979.297,41065,41602.19,907.27,Feb 16,86,Jan 43,0.02,1650520874162,00:03:38 HH:MM:SS ago,p-pl
3442,BTC,08-hs,31,1,BTC,1,08-hs,8,15,1,3,80,8,500,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,ON,ON,OFF,OFF,ON,OFF,OFF,OFF,OFF,f8e4451c7b25254c46a2d53e1848de2e,Tested,time-series-BTC-08-hs-0000003442,parameters-0000003442,1,2022-04-21T07:23:26.905Z,3,1.65047E+12,1.6505E+12,41358.19,3,41.803.973,40.784.426,41242.7,902.323,Feb 16,116,Jan 94,0.03,1650525924138,00:03:22 HH:MM:SS ago,p-pl
1153,BTC,02-hs,31,1,BTC,1,02-hs,9,10,1,3,80,9,1000,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,ON,OFF,OFF,OFF,OFF,ON,ON,ON,OFF,OFF,9ef006cce443736e9cf22477fc9173ac,Tested,time-series-BTC-02-hs-0000001153,parameters-0000001153,1,2022-04-20T00:15:48.290Z,3,1.65041E+12,1.65041E+12,41493.18,3,42156.15,42204.97,42495.99,913.607,Feb 17,1424,23.74,0.4,1650415251230,20:37:01 HH:MM:SS ago,NAmorim
1471,BTC,03-hs,31,1,BTC,1,03-hs,8,5,1,3,80,8,500,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,ON,OFF,OFF,OFF,OFF,ON,ON,OFF,OFF,301b6a53dd92ad407fc5d62765ef3c74,Tested,time-series-BTC-03-hs-0000001471,parameters-0000001471,1,2022-04-20T13:50:19.593Z,3,1.65045E+12,1.65046E+12,42090,3,41491.25,40876.39,41270.08,898.565,Feb 17,249,Apr 15,0.07,1650462873533,00:04:39 HH:MM:SS ago,end-debug
1514,BTC,03-hs,31,1,BTC,1,03-hs,8,5,1,3,80,8,1000,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,ON,OFF,OFF,OFF,OFF,ON,ON,OFF,OFF,OFF,be02364b52e757087ba2b8bb18ceb1e5,Tested,time-series-BTC-03-hs-0000001514,parameters-0000001514,1,2022-04-20T14:16:21.076Z,3,1.65045E+12,1.65046E+12,42090,3,41747.21,40.762.883,41.135.207,904.594,Feb 17,497,Aug 28,0.14,1650464686248,00:04:51 HH:MM:SS ago,end-debug
1671,BTC,03-hs,31,1,BTC,1,03-hs,10,10,1,3,80,10,1000,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,ON,ON,ON,OFF,OFF,ON,OFF,ON,OFF,OFF,61cd32350d4dc68eb74e17faa25ccf92,Tested,time-series-BTC-03-hs-0000001671,parameters-0000001671,1,2022-04-20T15:32:07.948Z,3,1.65046E+12,1.65047E+12,41549.13,3,40934.14,40406.31,40.679.895,889.173,Feb 17,438,07. MŠr,0.12,1650469169543,05:47:23 HH:MM:SS ago,p-pl
1770,BTC,03-hs,31,1,BTC,1,03-hs,7,15,1,3,80,7,100,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,ON,OFF,OFF,OFF,ON,OFF,OFF,OFF,OFF,e715b6c0bb42f99b5291f7dcd124a0ed,Tested,time-series-BTC-03-hs-0000001770,parameters-0000001770,1,2022-04-20T16:38:46.671Z,3,1.65046E+12,1.65047E+12,41549.13,3,42.778.004,42309.52,42488.21,929.83,Feb 17,61,01. Jan,0.02,1650472789824,00:02:15 HH:MM:SS ago,p-pl
2538,BTC,06-hs,31,1,BTC,1,06-hs,7,5,1,3,80,7,500,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,OFF,OFF,667750823de7c35f95cd6dece2c7c7d7,Tested,time-series-BTC-06-hs-0000002538,parameters-0000002538,1,2022-04-21T00:12:41.548Z,3,1.65048E+12,1.6505E+12,41358.19,3,42.190.773,41.527.992,41.829.793,914.991,Feb 17,88,Jan 46,0.02,1650500050883,00:01:53 HH:MM:SS ago,p-pl
2560,BTC,06-hs,31,1,BTC,1,06-hs,7,5,1,3,80,7,500,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,OFF,ON,OFF,OFF,OFF,ON,OFF,OFF,OFF,6f51cb55c2caf45f02d5560604620dbb,Tested,time-series-BTC-06-hs-0000002560,parameters-0000002560,1,2022-04-21T00:20:08.726Z,3,1.65048E+12,1.6505E+12,41358.19,3,42.027.965,41.207.336,41.667.934,912.315,Feb 17,75,Jan 26,0.02,1650500485355,00:02:11 HH:MM:SS ago,p-pl
2568,BTC,06-hs,31,1,BTC,1,06-hs,6,5,1,3,80,6,500,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF,ON,OFF,OFF,032939fec46d0387c85261d344dcb2a4,Tested,time-series-BTC-06-hs-0000002568,parameters-0000002568,1,2022-04-21T00:23:02.916Z,3,1.65048E+12,1.6505E+12,41358.19,3,42.398.047,41336.71,41952.05,919.047,Feb 17,75,Jan 25,0.02,1650500659325,00:04:02 HH:MM:SS ago,p-pl
2577,BTC,06-hs,31,1,BTC,1,06-hs,10,5,1,3,80,10,1000,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,ON,ON,OFF,OFF,OFF,ON,ON,ON,OFF,OFF,af78846fb0c814c2cbeba283c1d25947,Tested,time-series-BTC-06-hs-0000002577,parameters-0000002577,1,2022-04-21T00:28:04.531Z,3,1.65048E+12,1.6505E+12,41358.19,3,42.115.633,41289.36,41.829.836,911.89,Feb 17,1012,16.87,0.28,1650501905535,00:00:00 HH:MM:SS ago,Smidy13
2579,BTC,06-hs,31,1,BTC,1,06-hs,9,5,1,3,80,9,1000,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,ON,ON,OFF,OFF,OFF,ON,OFF,ON,OFF,OFF,0a31bec34670cef78e7d4df6517c71af,Tested,time-series-BTC-06-hs-0000002579,parameters-0000002579,1,2022-04-21T00:28:33.242Z,3,1.65048E+12,1.6505E+12,41358.19,3,42312.27,41.429.418,41.927.617,917.659,Feb 17,271,Apr 52,0.08,1650501192232,20:59:34 HH:MM:SS ago,end-debug
2583,BTC,06-hs,31,1,BTC,1,06-hs,8,5,1,3,80,8,1000,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,ON,OFF,OFF,a80121db546fce326a12c0619be8d0f5,Tested,time-series-BTC-06-hs-0000002583,parameters-0000002583,1,2022-04-21T00:30:29.242Z,3,1.65048E+12,1.6505E+12,41358.19,3,42.150.863,41.455.293,41.809.113,915.433,Feb 17,331,Mai 51,0.09,1650501406385,20:55:59 HH:MM:SS ago,Luis-Fernando-Molina
2587,BTC,06-hs,31,1,BTC,1,06-hs,9,5,1,3,80,9,1000,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,ON,OFF,ON,OFF,OFF,ON,OFF,ON,OFF,OFF,c06c4e3536dc873dfa30a455315de7c5,Tested,time-series-BTC-06-hs-0000002587,parameters-0000002587,1,2022-04-21T00:33:23.564Z,3,1.65048E+12,1.6505E+12,41358.19,3,42.188.285,41360.52,41.813.402,915.781,Feb 17,271,Apr 52,0.08,1650501489299,20:54:37 HH:MM:SS ago,end-debug
2614,BTC,06-hs,31,1,BTC,1,06-hs,6,5,1,3,80,6,1000,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,5531a81295f50c230921dc60d68faaf4,Tested,time-series-BTC-06-hs-0000002614,parameters-0000002614,1,2022-04-21T00:48:51.748Z,3,1.65048E+12,1.6505E+12,41358.19,3,42260.66,41.370.316,41.775.043,915.867,Feb 17,299,Apr 99,0.08,1650502433466,00:01:01 HH:MM:SS ago,caoHenriques
2802,BTC,06-hs,31,1,BTC,1,06-hs,6,10,1,3,80,6,1000,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,OFF,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF,230e954a9269cafe736e5efbea770f00,Tested,time-series-BTC-06-hs-0000002802,parameters-0000002802,1,2022-04-21T02:09:58.417Z,3,1.65048E+12,1.6505E+12,41358.19,3,42.042.777,41.255.867,41.551.008,910.739,Feb 17,488,Aug 14,0.14,1650507487870,00:16:32 HH:MM:SS ago,Luis-Fernando-Molina
3087,BTC,08-hs,31,1,BTC,1,08-hs,9,5,1,3,80,9,500,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,ON,OFF,OFF,OFF,ON,ON,ON,OFF,OFF,c7d75088fd60eab163ab47e914ee5ac6,Tested,time-series-BTC-08-hs-0000003087,parameters-0000003087,1,2022-04-21T04:45:08.485Z,3,1.65047E+12,1.6505E+12,41358.19,3,41.675.598,40.657.375,41179.34,902.415,Feb 17,55,0.91,0.02,1650516364816,00:04:58 HH:MM:SS ago,p-pl
3268,BTC,08-hs,31,1,BTC,1,08-hs,8,10,1,3,80,8,500,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,ON,OFF,OFF,OFF,ON,ON,OFF,OFF,OFF,0fa16e900a8da9ec0642bcd9be6b4446,Tested,time-series-BTC-08-hs-0000003268,parameters-0000003268,1,2022-04-21T05:53:30.073Z,3,1.65047E+12,1.6505E+12,41358.19,3,41.755.793,40599.31,41.056.758,906.854,Feb 17,226,MŠr 77,0.06,1650520638202,00:05:44 HH:MM:SS ago,Luis-Fernando-Molina
3325,BTC,08-hs,31,1,BTC,1,08-hs,8,10,1,3,80,8,1000,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,ON,ON,OFF,OFF,OFF,OFF,ON,OFF,OFF,484c27b7dec0817e7906cd92c44abfec,Tested,time-series-BTC-08-hs-0000003325,parameters-0000003325,1,2022-04-21T06:33:34.795Z,3,1.65047E+12,1.6505E+12,41358.19,3,41.636.223,40.473.832,41.047.086,903.715,Feb 17,449,Jul 48,0.12,1650523265780,00:00:00 HH:MM:SS ago,Luis-Fernando-Molina
3433,BTC,08-hs,31,1,BTC,1,08-hs,9,15,1,3,80,9,500,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,ON,OFF,OFF,OFF,OFF,ON,ON,ON,OFF,OFF,8c6facbe9f4c7d7b81b7037460f8716a,Tested,time-series-BTC-08-hs-0000003433,parameters-0000003433,1,2022-04-21T07:17:54.306Z,3,1.65047E+12,1.6505E+12,41358.19,3,40912.46,40317.17,40.836.723,886.566,Feb 17,702,11. Jul,0.19,1650526179031,00:00:00 HH:MM:SS ago,Smidy13
3444,BTC,08-hs,31,1,BTC,1,08-hs,8,15,1,3,80,8,500,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,ON,ON,OFF,OFF,OFF,ON,OFF,OFF,OFF,a8bc942f8ca56b6bd96d3b4637c7bf7e,Tested,time-series-BTC-08-hs-0000003444,parameters-0000003444,1,2022-04-21T07:24:19.106Z,3,1.65047E+12,1.6505E+12,41358.19,3,41.912.324,41.122.875,41745.92,908.957,Feb 17,266,Apr 43,0.07,1650526126386,00:00:39 HH:MM:SS ago,Luis-Fernando-Molina
815,BTC,01-hs,31,1,BTC,1,01-hs,9,15,1,3,80,9,1000,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,OFF,ON,OFF,OFF,ON,ON,ON,OFF,OFF,22509f0437be0e7a985144b835591ecd,Tested,time-series-BTC-01-hs-0000000815,parameters-0000000815,1,2022-04-19T19:37:00.506Z,3,1.65039E+12,1.65039E+12,41400.55,3,42.540.234,42.240.438,42486.37,925.539,Feb 18,1773,29.55,0.49,1650398799407,00:08:32 HH:MM:SS ago,p-pl
1258,BTC,02-hs,31,1,BTC,1,02-hs,9,15,1,3,80,9,500,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,ON,ON,OFF,OFF,OFF,ON,ON,OFF,OFF,OFF,1c81944d72fc00d9887218ca52fa32b0,Tested,time-series-BTC-02-hs-0000001258,parameters-0000001258,1,2022-04-20T02:26:20.694Z,3,1.65041E+12,1.65042E+12,41351.39,3,42.520.027,41.942.473,42269.77,929.041,Feb 18,440,Jul 34,0.12,1650422024349,00:43:45 HH:MM:SS ago,p-pl
1449,BTC,03-hs,31,1,BTC,1,03-hs,9,5,1,3,80,9,500,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,ON,OFF,ON,OFF,OFF,OFF,ON,ON,OFF,OFF,98c16f7069c9221f207612ecd771fc71,Tested,time-series-BTC-03-hs-0000001449,parameters-0000001449,1,2022-04-20T13:38:31.083Z,3,1.65045E+12,1.65046E+12,42090,3,41.525.016,40857.1,41205.44,904.6,Feb 18,314,Mai 23,0.09,1650462227296,00:05:00 HH:MM:SS ago,Luis-Fernando-Molina
